,id,hit,name,countries
1075,6986497,shopp(er|ing),eyeota - de kantar - shopping - location - regular main shop - netto,['germany']
1076,6986498,shopp(er|ing),eyeota - de kantar - shopping - location - regular main shop - norma,['germany']
1077,6986499,shopp(er|ing),eyeota - de kantar - shopping - location - regular main shop - penny,['germany']
1078,6986500,shopp(er|ing),eyeota - de kantar - shopping - location - regular main shop - real,['germany']
1123,6986501,shopp(er|ing),eyeota - de kantar - shopping - location - regular main shop - rewe,['germany']
1124,6986503,shopp(er|ing),eyeota - de kantar - shopping - location - shopping (excluding groceries) - in last 3 months - computer shops,['germany']
1079,6986504,shopp(er|ing),eyeota - de kantar - shopping - location - shopping (excluding groceries) - in last 3 months - dm,['germany']
1080,6986505,shopp(er|ing),eyeota - de kantar - shopping - location - shopping (excluding groceries) - in last 3 months - douglas,['germany']
1081,6986506,shopp(er|ing),eyeota - de kantar - shopping - location - shopping (excluding groceries) - in last 3 months - hussel,['germany']
1082,6986507,shopp(er|ing),eyeota - de kantar - shopping - location - shopping (excluding groceries) - in last 3 months - muller drogeriemarkt,['germany']
1119,6986508,shopp(er|ing),eyeota - de kantar - shopping - location - shopping (excluding groceries) - in last 3 months - nanu nana,['germany']
1120,6986509,shopp(er|ing),eyeota - de kantar - shopping - location - shopping (excluding groceries) - in last 3 months - rossmann,['germany']
1112,6986483,shopp(er|ing),eyeota - de kantar - shopping - mail order company - bader,['germany']
1113,6986484,shopp(er|ing),eyeota - de kantar - shopping - mail order company - baur,['germany']
1114,6986486,shopp(er|ing),eyeota - de kantar - shopping - mail order company - bonprix,['germany']
1115,6986487,shopp(er|ing),eyeota - de kantar - shopping - mail order company - klingel,['germany']
1116,6986488,shopp(er|ing),eyeota - de kantar - shopping - mail order company - otto,['germany']
1117,6986489,shopp(er|ing),eyeota - de kantar - shopping - mail order company - witt weiden,['germany']
1122,6986511,shopp(er|ing),eyeota - de kantar - shopping - online - use mail-order catalogues or associated websites - yes,['germany']
702,15734683,shopp(er|ing),eyeota - dk ndr - 08 interests - online shopping ,['denmark']
732,15733829,shopp(er|ing),eyeota - dk ndr - 08 interests - online shopping ,['denmark']
689,15734789,shopp(er|ing),eyeota - dk ndr - 10 shopping - avoid artificial ingredients ,['denmark']
722,15734784,shopp(er|ing),eyeota - dk ndr - 10 shopping - avoid artificial ingredients ,['denmark']
690,15734786,shopp(er|ing),eyeota - dk ndr - 10 shopping - conscious about co2 emission ,['denmark']
723,15734779,shopp(er|ing),eyeota - dk ndr - 10 shopping - conscious about co2 emission ,['denmark']
692,15734783,shopp(er|ing),eyeota - dk ndr - 10 shopping - environmental products ,['denmark']
693,15734825,shopp(er|ing),eyeota - dk ndr - 10 shopping - locally produced goods ,['denmark']
694,15734831,shopp(er|ing),eyeota - dk ndr - 10 shopping - often influenced by advertising ,['denmark']
725,15734829,shopp(er|ing),eyeota - dk ndr - 10 shopping - often influenced by advertising ,['denmark']
704,15734836,shopp(er|ing),eyeota - dk ndr - 10 shopping - positive towards purchasing by installment ,['denmark']
705,15734833,shopp(er|ing),eyeota - dk ndr - 10 shopping - prefer ecological groceries ,['denmark']
708,15734832,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in aldi ,['denmark']
707,15734827,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in bilka ,['denmark']
734,15734838,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in bilka ,['denmark']
709,15734837,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in dagli' brugsen ,['denmark']
735,15734824,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in dagli' brugsen ,['denmark']
710,15734834,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in fakta ,['denmark']
736,15734828,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in fakta ,['denmark']
718,15734848,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in foetex ,['denmark']
739,15734840,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in foetex ,['denmark']
721,15734841,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in irma ,['denmark']
745,15734846,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in irma ,['denmark']
738,15734853,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in kvickly ,['denmark']
719,15734854,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in lidl ,['denmark']
740,15734845,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in lidl ,['denmark']
716,15734849,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in meny ,['denmark']
742,15734850,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in meny ,['denmark']
717,15734852,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in netto ,['denmark']
741,15734851,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in netto ,['denmark']
720,15734842,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in rema 1000 ,['denmark']
743,15734847,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in rema 1000 ,['denmark']
711,15734895,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in spar ,['denmark']
744,15734844,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in spar ,['denmark']
715,15734893,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in superbrugsen ,['denmark']
737,15734887,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops in superbrugsen ,['denmark']
714,15734891,shopp(er|ing),eyeota - dk ndr - 10 shopping - preferred supermarket - shops online on coop.dk ,['denmark']
706,15734890,shopp(er|ing),eyeota - dk ndr - 10 shopping - prefers brick-and-mortar stores over online ,['denmark']
712,15734885,shopp(er|ing),eyeota - dk ndr - 10 shopping - shops luxury products ,['denmark']
746,15734892,shopp(er|ing),eyeota - dk ndr - 10 shopping - shops private label ,['denmark']
713,15734897,shopp(er|ing),eyeota - dk ndr - 10 shopping - shops regardless of economy ,['denmark']
747,15734896,shopp(er|ing),eyeota - dk ndr - 10 shopping - shops regardless of economy ,['denmark']
748,15734908,shopp(er|ing),eyeota - dk ndr - 10 shopping - willing to pay extra for quality products ,['denmark']
766,17575953,shopp(er|ing),eyeota - dk ndr - 15 kantar media tns dk - tns gallup purchase intent - internet shoppers,['denmark']
996,21019228,shopp(er|ing),eyeota - fi ndr - 21 kantar mind - kantar mind purchase intent - kantar shopping fanatics,['finland']
884,19037849,shopp(er|ing),eyeota - fi ndr - insight360 - food360 - shopping for family,['finland']
995,21019553,shopp(er|ing),eyeota - fr experian - mosaic type - l53 craftspeople and shoppers in the sun,['france']
1125,7255972,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - 8 a huit,['france']
1083,7255963,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - aldi,['france']
1126,7255973,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - atac / simply market,['france']
1127,7255974,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - auchan,['france']
1128,7255975,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - carrefour,['france']
1085,7255977,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - carrefour market,['france']
1129,7255976,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - casino,['france']
1086,7255978,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - coccinelle / coccimarket,['france']
1087,7255980,shopp(er|ing),"eyeota - fr kantar - shopping - grocery retailers - coop, maxicoop",['france']
1088,7255981,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - cora,['france']
1089,7255982,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - ecomarche,['france']
1084,7255964,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - ed and dia,['france']
1140,7255984,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - franprix,['france']
1090,7255986,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - g20,['france']
1091,7255987,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - geant casino,['france']
1092,7255988,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - grand frais,['france']
1093,7255989,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - hyper u,['france']
1136,7255990,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - intermarche,['france']
1130,7255965,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - le mutant,['france']
1131,7255966,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - leafrr price,['france']
1137,7255991,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - leclerc,['france']
1132,7255967,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - lidl,['france']
1138,7255992,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - marche u,['france']
1139,7255993,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - match,['france']
758,7255994,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - monoprix,['france']
1133,7255968,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - netto,['france']
1134,7255969,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - norma,['france']
1135,7255971,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - other discount food stores,['france']
1094,7255995,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - petit casino,['france']
1095,7255996,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - shopi,['france']
1096,7255997,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - spar,['france']
1141,7255998,shopp(er|ing),eyeota - fr kantar - shopping - grocery retailers - super u,['france']
1002,21778698,shopp(er|ing),eyeota - miq - au experian - frequent buyers - shopping,['france']
1003,21778699,shopp(er|ing),eyeota - miq - au experian - frequent buyers - shopping - children's clothing,['france']
1004,21778700,shopp(er|ing),eyeota - miq - au experian - frequent buyers - shopping - electronics,['france']
1005,21778702,shopp(er|ing),eyeota - miq - au experian - frequent buyers - shopping - fashion,['france']
1006,21778703,shopp(er|ing),eyeota - miq - au experian - frequent buyers - shopping - homewear,['france']
1007,21778704,shopp(er|ing),eyeota - miq - au experian - frequent buyers - shopping - live amusement / entertainment,['france']
1008,21778705,shopp(er|ing),eyeota - miq - au experian - frequent buyers - shopping - sports and outdoor,['france']
1010,21789997,shopp(er|ing),eyeota - miq - de kantar media tgi - consumer electronics shopper archetypes - accustomed acquirers,['germany']
1011,21789998,shopp(er|ing),eyeota - miq - de kantar media tgi - consumer electronics shopper archetypes - functionality focused,['germany']
1012,21789999,shopp(er|ing),eyeota - miq - de kantar media tgi - consumer electronics shopper archetypes - image idolisers,['germany']
1013,21790001,shopp(er|ing),eyeota - miq - de kantar media tgi - consumer electronics shopper archetypes - prudent purchasers,['germany']
1014,21790002,shopp(er|ing),eyeota - miq - de kantar media tgi - consumer electronics shopper archetypes - review researchers,['germany']
1015,21790003,shopp(er|ing),eyeota - miq - de kantar media tgi - consumer electronics shopper archetypes - spontaneous spenders,['germany']
1016,21790004,shopp(er|ing),eyeota - miq - de kantar media tgi - consumer electronics shopper archetypes - technology trendspotters,['germany']
1017,21790012,shopp(er|ing),eyeota - miq - de kantar media tgi - fmcg shopper archetypes - accustomed acquirers,['germany']
1018,21790013,shopp(er|ing),eyeota - miq - de kantar media tgi - fmcg shopper archetypes - conscious connoisseurs,['germany']
1019,21790014,shopp(er|ing),eyeota - miq - de kantar media tgi - fmcg shopper archetypes - convenience kings,['germany']
1020,21790015,shopp(er|ing),eyeota - miq - de kantar media tgi - fmcg shopper archetypes - ethical empathisers,['germany']
1021,21790016,shopp(er|ing),eyeota - miq - de kantar media tgi - fmcg shopper archetypes - promiscuous purchasers,['germany']
1022,21790017,shopp(er|ing),eyeota - miq - de kantar media tgi - fmcg shopper archetypes - quality crusaders,['germany']
1023,21790018,shopp(er|ing),eyeota - miq - de kantar media tgi - fmcg shopper archetypes - strategic savers,['germany']
1024,21790091,shopp(er|ing),eyeota - miq - de kantar media tgi - shopper type - ad impressionable,['germany']
1025,21790092,shopp(er|ing),eyeota - miq - de kantar media tgi - shopper type - brand wanted,['germany']
1026,21790093,shopp(er|ing),eyeota - miq - de kantar media tgi - shopper type - c to c,['germany']
1027,21790127,shopp(er|ing),eyeota - miq - de kantar media tgi - shopper type - expert influence,['germany']
1028,21790128,shopp(er|ing),eyeota - miq - de kantar media tgi - shopper type - low cost,['germany']
1029,21790130,shopp(er|ing),eyeota - miq - de kantar media tgi - shopper type - promo addict,['germany']
1030,21790131,shopp(er|ing),eyeota - miq - de kantar media tgi - shopper type - quality orientated,['germany']
1031,21790132,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - bought books in last 12 months,['germany']
1032,21790133,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - intend to buy a tv set - yes,['germany']
1033,21790134,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - mail order company - bader,['germany']
1034,21790135,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - mail order company - baur,['germany']
1035,21790136,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - mail order company - bonprix,['germany']
1036,21790137,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - mail order company - klingel,['germany']
1037,21790138,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - mail order company - otto,['germany']
1038,21790139,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - mail order company - witt weiden,['germany']
1039,21790141,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - main female shopper with children aged 1-18 years,['germany']
1040,21790142,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - main male shopper,['germany']
1041,21790143,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - regular main shop - aldi,['germany']
1042,21790148,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - regular main shop - edeka,['germany']
1043,21790149,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - regular main shop - kaufland,['germany']
1044,21790150,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - regular main shop - lidl,['germany']
1045,21790151,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - regular main shop - marktkauf,['germany']
1046,21790152,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - regular main shop - netto,['germany']
1047,21790153,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - regular main shop - norma,['germany']
1048,21790154,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - regular main shop - penny,['germany']
1049,21790155,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - regular main shop - real,['germany']
1050,21790156,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - regular main shop - rewe,['germany']
1051,21790157,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - shopping (excluding groceries) - in last 3 months - computer shops,['germany']
1052,21790158,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - shopping (excluding groceries) - in last 3 months - dm,['germany']
1053,21790159,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - shopping (excluding groceries) - in last 3 months - douglas,['germany']
1054,21790160,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - shopping (excluding groceries) - in last 3 months - hussel,['germany']
1055,21790161,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - shopping (excluding groceries) - in last 3 months - muller drogeriemarkt,['germany']
1056,21790162,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - shopping (excluding groceries) - in last 3 months - nanu nana,['germany']
1057,21790179,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - shopping (excluding groceries) - in last 3 months - rossmann,['germany']
1058,21790180,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - spent EUR90 plus on grocery shopping in last week,['germany']
1059,21790181,shopp(er|ing),eyeota - miq - de kantar media tgi - shopping - use mail-order catalogues or associated websites - yes,['germany']
1009,21780241,shopp(er|ing),eyeota - miq - fr experian - mosaic type - l53 craftspeople and shoppers in the sun,['france']
695,15742424,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: books ,['sweden']
726,15742427,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: books ,['sweden']
696,15742422,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: clothes and shoes ,['sweden']
697,15742429,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: computer games and software ,['sweden']
727,15742425,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: computer games and software ,['sweden']
728,15742433,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: furniture ,['sweden']
700,15742465,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: home electronics ,['sweden']
698,15742471,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: insurances ,['sweden']
729,15742473,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: insurances ,['sweden']
701,15742464,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: movies ,['sweden']
699,15742467,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: music ,['sweden']
731,15742468,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: music ,['sweden']
730,15742475,shopp(er|ing),eyeota - se ndr - 14 online shopping - on-line shopping: sports and leisure equipment ,['sweden']
687,11831551,shopp(er|ing),eyeota - us sms-inc - shopping - brand intent - food and beverage - condiments - french's,['france']
688,11831574,shopp(er|ing),eyeota - us sms-inc - shopping - brand intent - food and beverage - dairy products - oikos greek yogurt,['greece']
472,13716989,shopp(er|ing),fidall > fr > shopping malls customers > shopping malls customers ,['france']
473,13717941,shopp(er|ing),fidall > fr > supermarkets customers > i shopping @ red market ,['france']
750,12193621,shopp(er|ing),france_luxuryshoppers ,['france']
75,1438312,shopp(er|ing),gdm_gdm_gs_electronicshoppinggerman ,['germany']
76,4009741,shopp(er|ing),infectiousmedia_jl_int_spain_shopping ,['spain']
0,4027703,shopp(er|ing),international_eu - austria online shopping ,['austria']
2,2151640,shopp(er|ing),international_eu - belgium online shopping ,['belgium']
4,2151696,shopp(er|ing),international_eu - denmark online shopping ,['denmark']
6,1436808,shopp(er|ing),international_eu - europe online shopping ,['europe']
8,2154254,shopp(er|ing),international_eu - finland online shopping ,['finland']
10,4072766,shopp(er|ing),international_eu - france clothes shopping ,['france']
11,4072696,shopp(er|ing),international_eu - france discount shoppers ,['france']
12,4072761,shopp(er|ing),international_eu - france online shoppers luxury ,['france']
13,1430212,shopp(er|ing),international_eu - france online shopping ,['france']
15,4072759,shopp(er|ing),international_eu - france shoppers children's clothing ,['france']
16,4072736,shopp(er|ing),international_eu - france shoppers cosmetics luxury ,['france']
17,4072756,shopp(er|ing),international_eu - france shoppers mens clothing ,['france']
18,4072752,shopp(er|ing),international_eu - france shoppers mens clothing luxury ,['france']
19,4072748,shopp(er|ing),international_eu - france shoppers womens clothing ,['france']
20,4072744,shopp(er|ing),international_eu - france shoppers womens clothing luxury ,['france']
22,4073978,shopp(er|ing),international_eu - germany clothes shopping ,['germany']
23,4073902,shopp(er|ing),international_eu - germany discount shoppers ,['germany']
24,4073975,shopp(er|ing),international_eu - germany online shoppers luxury ,['germany']
25,1430362,shopp(er|ing),international_eu - germany online shopping ,['germany']
27,4073973,shopp(er|ing),international_eu - germany shoppers children's clothing ,['germany']
28,4073953,shopp(er|ing),international_eu - germany shoppers cosmetics luxury ,['germany']
29,4073968,shopp(er|ing),international_eu - germany shoppers mens clothing ,['germany']
30,4073964,shopp(er|ing),international_eu - germany shoppers mens clothing luxury ,['germany']
31,4073961,shopp(er|ing),international_eu - germany shoppers womens clothing ,['germany']
32,4073960,shopp(er|ing),international_eu - germany shoppers womens clothing luxury ,['germany']
34,4027894,shopp(er|ing),international_eu - greece online shopping ,['greece']
36,4075012,shopp(er|ing),international_eu - italy clothes shopping ,['italy']
37,4074955,shopp(er|ing),international_eu - italy discount shoppers ,['italy']
38,4075010,shopp(er|ing),international_eu - italy online shoppers luxury ,['italy']
39,1430782,shopp(er|ing),international_eu - italy online shopping ,['italy']
41,4075008,shopp(er|ing),international_eu - italy shoppers children's clothing ,['italy']
42,4074997,shopp(er|ing),international_eu - italy shoppers cosmetics luxury ,['italy']
43,4075006,shopp(er|ing),international_eu - italy shoppers mens clothing ,['italy']
44,4075003,shopp(er|ing),international_eu - italy shoppers mens clothing luxury ,['italy']
45,4075002,shopp(er|ing),international_eu - italy shoppers womens clothing ,['italy']
46,4075000,shopp(er|ing),international_eu - italy shoppers womens clothing luxury ,['italy']
48,2154643,shopp(er|ing),international_eu - netherlands online shopping ,['netherlands']
50,2154784,shopp(er|ing),international_eu - poland online shopping ,['poland']
52,4070281,shopp(er|ing),international_eu - spain clothes shopping ,['spain']
53,4070248,shopp(er|ing),international_eu - spain discount shoppers ,['spain']
54,4070279,shopp(er|ing),international_eu - spain online shoppers luxury ,['spain']
55,1430005,shopp(er|ing),international_eu - spain online shopping ,['spain']
57,4070277,shopp(er|ing),international_eu - spain shoppers children's clothing ,['spain']
58,4070268,shopp(er|ing),international_eu - spain shoppers cosmetics luxury ,['spain']
59,4070275,shopp(er|ing),international_eu - spain shoppers mens clothing ,['spain']
60,4070274,shopp(er|ing),international_eu - spain shoppers mens clothing luxury ,['spain']
61,4070273,shopp(er|ing),international_eu - spain shoppers womens clothing ,['spain']
62,4070271,shopp(er|ing),international_eu - spain shoppers womens clothing luxury ,['spain']
64,2155219,shopp(er|ing),international_eu - sweden online shopping ,['sweden']
419,11053589,shopp(er|ing),kbm group - germany - schober | shopping | bargain hunter,['germany']
420,11053549,shopp(er|ing),kbm group - germany - schober | shopping | brand awareness,['germany']
421,11053612,shopp(er|ing),kbm group - germany - schober | shopping | casual fashion,['germany']
422,11053703,shopp(er|ing),kbm group - germany - schober | shopping | credit cards,['germany']
423,11053601,shopp(er|ing),kbm group - germany - schober | shopping | customer card,['germany']
424,11053624,shopp(er|ing),kbm group - germany - schober | shopping | exclusive fashion,['germany']
425,11053537,shopp(er|ing),kbm group - germany - schober | shopping | furniture,['germany']
426,11053564,shopp(er|ing),kbm group - germany - schober | shopping | garden products,['germany']
427,11053600,shopp(er|ing),kbm group - germany - schober | shopping | installment payment,['germany']
428,11053532,shopp(er|ing),kbm group - germany - schober | shopping | online buyer,['germany']
429,11053661,shopp(er|ing),kbm group - germany - schober | shopping | plus size clothing,['germany']
430,11053718,shopp(er|ing),kbm group - germany - schober | shopping | purchase by telephone,['germany']
431,11053672,shopp(er|ing),kbm group - germany - schober | shopping | purchase by television,['germany']
432,11053546,shopp(er|ing),kbm group - germany - schober | shopping | purchase delivery by post,['germany']
433,11053538,shopp(er|ing),kbm group - germany - schober | shopping | shoes,['germany']
434,11053712,shopp(er|ing),kbm group - germany - schober | shopping | technology,['germany']
898,19345012,shopp(er|ing),lotame > lotame shopping & retail > 21+ > beer & ale > purchase beers & ales: new belgium brewery,['belgium']
895,19342955,shopp(er|ing),lotame > lotame shopping & retail > 21+ > wine > imported dinner wine-any french red,['france']
896,19342956,shopp(er|ing),lotame > lotame shopping & retail > 21+ > wine > imported dinner wine-any italian red,['italy']
897,19342957,shopp(er|ing),lotame > lotame shopping & retail > 21+ > wine > imported dinner wine-any spanish red,['spain']
68,617515,shopp(er|ing),mediaiq_gs_french_shopping ,['france']
487,13725528,shopp(er|ing),mobilewalla > de > retail > bargain shoppers ,['germany']
491,13725564,shopp(er|ing),mobilewalla > de > retail > consumer electronics shoppers ,['germany']
488,13725529,shopp(er|ing),mobilewalla > de > retail > hotel shoppers ,['germany']
490,13725563,shopp(er|ing),mobilewalla > de > retail > sports and outdoors shoppers ,['germany']
489,13725533,shopp(er|ing),"mobilewalla > de > retail > toys, kids and baby shoppers ",['germany']
492,13725566,shopp(er|ing),mobilewalla > de > retail > upscale shoppers ,['germany']
486,13725383,shopp(er|ing),mobilewalla > es > retail > consumer electronics shoppers ,['spain']
485,13725367,shopp(er|ing),mobilewalla > es > retail > upscale shoppers ,['spain']
482,13725221,shopp(er|ing),mobilewalla > it > retail > consumer electronics shoppers ,['italy']
483,13725232,shopp(er|ing),mobilewalla > it > retail > upscale shoppers ,['italy']
481,13724160,shopp(er|ing),nordic data resources > fi > g life in high-rise > g22 shopping centre and rented flat ,['finland']
345,10712182,shopp(er|ing),"oracle country-specific audiences > france (fr) > auto, cars and trucks > parts, service and tires > auto parts buyers > tire shoppers ",['france']
146,8573877,shopp(er|ing),oracle country-specific audiences > france (fr) > hobbies and interests (affinity) > shopping ,['france']
167,8575542,shopp(er|ing),oracle country-specific audiences > france (fr) > hobbies and interests (affinity) > shopping > bargain hunting ,['france']
168,8575543,shopp(er|ing),oracle country-specific audiences > france (fr) > hobbies and interests (affinity) > shopping > children's products ,['france']
170,8575556,shopp(er|ing),oracle country-specific audiences > france (fr) > hobbies and interests (affinity) > shopping > coupons (vouchers) ,['france']
169,8575553,shopp(er|ing),oracle country-specific audiences > france (fr) > hobbies and interests (affinity) > shopping > luxury buyers ,['france']
150,8574803,shopp(er|ing),oracle country-specific audiences > france (fr) > lifestyles > enthusiasts > shopping enthusiasts ,['france']
142,8573765,shopp(er|ing),oracle country-specific audiences > france (fr) > retail > shopping styles ,['france']
158,8575193,shopp(er|ing),oracle country-specific audiences > france (fr) > retail > shopping styles > purchase channel ,['france']
186,8576698,shopp(er|ing),oracle country-specific audiences > france (fr) > retail > shopping styles > purchase channel > online shoppers ,['france']
159,8575194,shopp(er|ing),oracle country-specific audiences > france (fr) > retail > shopping styles > type ,['france']
187,8576703,shopp(er|ing),oracle country-specific audiences > france (fr) > retail > shopping styles > type > luxury shoppers ,['france']
147,8573894,shopp(er|ing),oracle country-specific audiences > germany (de) > hobbies and interests (affinity) > shopping ,['germany']
174,8575597,shopp(er|ing),oracle country-specific audiences > germany (de) > hobbies and interests (affinity) > shopping > bargain hunting ,['germany']
175,8575599,shopp(er|ing),oracle country-specific audiences > germany (de) > hobbies and interests (affinity) > shopping > children's products ,['germany']
173,8575596,shopp(er|ing),oracle country-specific audiences > germany (de) > hobbies and interests (affinity) > shopping > coupons (vouchers) ,['germany']
172,8575595,shopp(er|ing),oracle country-specific audiences > germany (de) > hobbies and interests (affinity) > shopping > luxury buyers ,['germany']
152,8574817,shopp(er|ing),oracle country-specific audiences > germany (de) > lifestyles > enthusiasts > shopping enthusiasts ,['germany']
143,8573773,shopp(er|ing),oracle country-specific audiences > germany (de) > retail > shopping styles ,['germany']
160,8575211,shopp(er|ing),oracle country-specific audiences > germany (de) > retail > shopping styles > purchase channel ,['germany']
188,8576734,shopp(er|ing),oracle country-specific audiences > germany (de) > retail > shopping styles > purchase channel > online shoppers ,['germany']
161,8575213,shopp(er|ing),oracle country-specific audiences > germany (de) > retail > shopping styles > type ,['germany']
189,8576735,shopp(er|ing),oracle country-specific audiences > germany (de) > retail > shopping styles > type > luxury shoppers ,['germany']
148,8573907,shopp(er|ing),oracle country-specific audiences > italy (it) > hobbies and interests (affinity) > shopping ,['italy']
179,8575662,shopp(er|ing),oracle country-specific audiences > italy (it) > hobbies and interests (affinity) > shopping > bargain hunting ,['italy']
180,8575663,shopp(er|ing),oracle country-specific audiences > italy (it) > hobbies and interests (affinity) > shopping > children's products ,['italy']
178,8575660,shopp(er|ing),oracle country-specific audiences > italy (it) > hobbies and interests (affinity) > shopping > coupons (vouchers) ,['italy']
154,8574822,shopp(er|ing),oracle country-specific audiences > italy (it) > lifestyles > enthusiasts > shopping enthusiasts ,['italy']
