tag,count,company,possible parent
vendor,15,,
bull,15,,
hobbies & interest,15,,
ssl cert issuer,15,,
baby & kids personal care,15,,
health food shoppers,15,,
0 to 3 months,15,,
newmovers,15,,
lion,15,,
hotel purchasers,15,,
auto dealer purchasers,15,,
beauty store purchasers,15,,
furniture store purchasers,15,,
size truck,15,,
osteoarthritis,15,,
spring seasonal shoppers,15,,
streaming music purchasers,15,,
less than $25k,15,,
laundry detergent purchasers,15,,
family travelers,15,,
financial services insurance,15,,
thanksgiving holiday cooks,15,,
uncoated handheld,15,,
biscuits uncoated handheld,15,,
reconstituted/extruded,15,,
craft,15,,
home and family,15,,
politics and social issues,15,,
xiaomi,15,,
"justice, public order and safety",15,,
"public finance, taxation and monetary policy",15,,
dice games,15,,
restoration,15,,
cpg1,15,,
food &amp, drink,15,
des tranches,15,,
porc ou volaille,15,,
humide,15,,
queso,15,,
duro/tierno,15,,
salade,15,,
prete a consommer,15,,
lait,15,,
sans ingredients,15,,
fruits oleagineux,15,,
whisky,15,,
ryanair,15,,
extreme,15,,
laundry and dry cleaning,15,,
child age,15,,
serbo,15,,
financial standing,15,,
champs sports,15,,
20th congressional district,15,,
77,15,,
education level census,15,,
male age 18,15,,
juices,15,,
active investor,15,,
t.j. maxx,15,,
heart,15,,
gift stores,15,,
horror movies,15,,
southeastern europe,15,,
simulation gamers,15,,
board gamers,15,,
trivia gamers,15,,
kazakh,15,,
zulu,15,,
hard rock cafe,15,,
families with young children,15,,
travel and leisure,15,,
imax,15,,
boats and marine,15,,
27th congressional district,15,,
intercontinental,15,,
founder,15,,
new years day,15,,
defense & law enforcement,15,,
single cup coffee,15,,
recently moved,15,,
aseptic,15,,
dean,15,,
health conscious,15,,
mens clothing & apparel,15,,
new credit card,15,,
oscar mayer brands,15,,
del monte brands,15,,
latino,15,,
installment loans,15,,
cola brands,15,,
wine category,15,,
dannon brands,15,,
airport hub travelers,15,,
powdered instant drinks category,15,,
grocery & drug stores / pharmacy,15,,
number of vehicles owned,15,,
winter sports enthusiasts,15,,
brands & retailers,15,,
"virtual assistant, smart, and iot devices",15,,
"news, weather, and podcasts",15,,
education and books,15,,
consumer attitudes,15,,
number of cars in household,15,,
bank loyalty,15,,
children groups,15,,
village,15,,
hotels and resorts,15,,
ally bank,15,,
ott watchers,15,,
amazon ott watchers,15,,
hulu ott watchers,15,,
netflix ott watchers,15,,
youtube ott watchers,15,,
game console users,15,,
premium home value,15,,
home&garden,15,,
wdw,15,,
p&g,15,,
mni,15,,
holiday travel,15,,
heavy duty brakes,15,,
site visitors_edmunds,15,,
financial motivations,15,,
other sauces,15,,
approval,15,,
food delivery apps,15,,
centers,15,,
test3,15,,
adobe audiences,15,,
sandbox,15,,
pp,15,,
female 55,15,,
business enthusiasts,15,,
$1.08,15,,
social status,15,,
no activity,15,,
lingerie buyers,15,,
beverage loyalty cards,15,,
garden center,15,,
diet and weight loss,15,,
page_fy18_hcm,15,,
bens,15,,
arte,15,,
romantics,15,,
transaction type,15,,
luxury full,15,,
car renters,15,,
plumbers,15,,
powell,15,,
tag,15,,
lovers_b2b,15,,
workouts,15,,
path to victory,15,,
job satisfaction,15,,
cost conscious hotels,15,,
contributes by volunteering,15,,
informatique,15,,
promising families,15,,
families in motion,15,,
mall,15,,
get,15,,
mediacom uk,15,,
tnbc pure protein,15,,
tarn,15,,
loir,15,,
moselle,15,,
discovery communications,15,,
sbc,15,,
family income,15,,
absco_3rd,15,,
"grants, scholarships and financial aid",15,,
employees_dec_2018,15,,
trans,15,,
exelate australia b2b,15,,
icon,15,,
home cleaning products,15,,
14 online shopping,15,,
line shopping,15,,
12 media,15,,
pierce,15,,
january sales,15,,
retirement plans,15,,
apnx,15,,
emetriq household,15,,
emetriq income,15,,
emetriq music and audio,15,,
executives by title,15,,
jewelers,15,,
fresh food,15,,
bowls,15,,
sociodemographic profile,15,,
botafogo,15,,
corinthians,15,,
coritiba,15,,
flamengo,15,,
fluminense,15,,
palmeiras,15,,
ponte preta,15,,
portuguesa,15,,
santos,15,,
vasco,15,,
bars and restaurants,15,,
travel to usa,15,,
movies & film,15,,
mobile carrier,15,,
company surge,15,,
tier 5,15,,
tier 6,15,,
media and stationery,15,,
home lab test,15,,
brands and retailers,15,,
couple travellers,15,,
champions league fans,15,,
entertainment fees/admissions,15,,
sbc annual plan events,15,,
_ca_,15,,
fortnite,15,,
valentines day activity,15,,
buy/sell bonds,15,,
energy segmentation,15,,
contact lens solution brand,15,,
likely property ownership,15,,
travelers checks,15,,
number in household,15,,
likely home improvement shopping channel,15,,
likely dog treat brand,15,,
"glasses, contact lenses and sunglass type",15,,
fox searchlight,15,,
tolkien theatrical release,15,,
familles,15,,
exchange program,15,,
samsung galaxy j series,15,,
samsung galaxy s series,15,,
save the children,15,,
angostura,15,,
brown,15,,
ecco,15,,
movio,15,,
sherwinwilliams,15,,
beverages consumed,15,,
300 aspirationals,15,,
xaxisapc_pr_xtw,15,,
banks and credit unions,15,,
gen,15,,
geolocation only,15,,
csuite++,15,,
tax prep channel,15,,
insurance propensity,15,,
credit card propensity,15,,
"cold, sinus or allergy remedy brand",15,,
likely health interest,15,,
government and community,15,,
towns,15,,
landline loyalists,15,,
rental car travelers,15,,
image,15,,
tags,15,,
cider,15,,
q4_new,15,,
grocery stores and supermarkets,15,,
at&t dtv buy,15,,
preferred gaming platforms,15,,
meat and seafood buyers,15,,
versatile,15,,
outbound,15,,
1.06,15,,
2020_q205194_minute ready to serve 7oz cups,15,,
computer & electronics,15,,
dwa media,15,,
face masks,15,,
makeup removers,15,,
cosmetic accessories,15,,
purchase dm,15,,
"technology services, hardware and / or software",15,,
likely mail / phone,15,,
automobile owners by body style,15,,
caregivee age,15,,
ucc loan recipients by risk class,15,,
entertainment & nightlife,15,,
air care,15,,
ﾃ暗ｼ竕･ﾃ岩\｢ﾎｩ,15,,
ﾃやﾃｨﾃつ｣竕､,15,,
subscription or auto,15,,
shipment,15,,
ﾃ按｣ﾃｼﾃづｬﾃ,15,,
imperialtobaccojapan,15,,
beauty fashion & accessories,15,,
1505352_la_shreveport_auto title express,15,,
uk immediate media,15,,
pdmp,15,,
bbc good food,15,,
enthusiasts_us_third_party,15,,
about,15,,
business leader,15,,
traveller type,15,,
2q20,15,,
arity,15,,
realtime1st,15,,
nestle brand high,15,,
01 least likely,15,,
10 most likely,15,,
athome3p,15,,
wholesale store,15,,
dems,15,,
202007,15,,
emails,15,,
adjusting to life at home,15,,
cbs corporation,15,,
abbott pedialyte,15,,
jberry,15,,
suites,15,,
business sector,15,,
excludes protected class data,15,,
dctraining,15,,
voter nation,15,,
nymble_,15,,
ballot,15,,
device platform,15,,
corporate revenue,15,,
leased non,15,,
orange oad_crm_geographie_bassin de vie_pont,15,,
loyal tv genre viewers,15,,
show genre,15,,
yogurts and desserts,15,,
asia ivideosmart,15,,
southern region,15,,
south eastern region,15,,
northern region,15,,
north eastern region,15,,
central western region,15,,
capital cities,15,,
general car repair & servicing,15,,
19 fitness,15,,
19 habitation &amp, household,15,
msft teams,15,,
sporting good stores,15,,
roisense,15,,
exelate tw intent,15,,
nl_gps_xandr_gh_specific_onthego_electronics,15,,
no functional area,15,,
browsers,14,,
fitness and exercise,14,,
elementary and secondary,14,,
medical targets,14,,
enterprise business solutions,14,,
company ownership,14,,
122,14,,
conoco,14,,
jergens,14,,
eucerin,14,,
"$150,000+",14,,
coffee creamer,14,,
nestle coffee,14,,
brand hh eat most,14,,
arnold,14,,
cadbury,14,,
alka,14,,
liquid hand soap,14,,
deodorants/anti,14,,
perspirants,14,,
dry cat food,14,,
chili's,14,,
airline last 12m,14,,
sony ericsson,14,,
fre,14,,
imported beer,14,,
purchase cocktail mixers,14,,
mexican food,14,,
depository institutions,14,,
1949,14,,
1961,14,,
1965,14,,
comscore tv daypart,14,,
travel channel,14,,
outdoor channel,14,,
disney xd,14,,
shorts,14,,
bold,14,,
it decision maker,14,,
declared parents,14,,
bmw 3,14,,
chrysler 200,14,,
chrysler pacifica,14,,
kia rio,14,,
lexus gs,14,,
nissan armada,14,,
weightlifting,14,,
nfl draft,14,,
us open,14,,
middle class,14,,
democratic party,14,,
republican party,14,,
brita,14,,
condiments / spices / bake,14,,
household cleaners,14,,
refrigerated entrees,14,,
nfl fans,14,,
fruits & vegetables,14,,
campers & rvs,14,,
mountain bikes,14,,
sobe,14,,
processed/imitation cheese,14,,
cups/plates,14,,
disposable cups,14,,
hillshire farm,14,,
trailing boomers,14,,
15+ years,14,,
geographic region,14,,
54 years,14,,
mover,14,,
online retail shoppers,14,,
wireless service,14,,
big spenders,14,,
am general,14,,
motor scooter,14,,
victory,14,,
kubota,14,,
bay,14,,
mba,14,,
depression,14,,
sprinter,14,,
run,14,,
apr15,14,,
like,14,,
iron,14,,
veteran,14,,
hill,14,,
parenting teens,14,,
classifieds,14,,
mountain biking,14,,
mexico & central america,14,,
fighting games,14,,
hdtv,14,,
health aids,14,,
elder care,14,,
bedroom furniture,14,,
bedding,14,,
paraguay,14,,
malta,14,,
goers,14,,
gluten,14,,
vegans,14,,
living on a budget,14,,
family vacationers,14,,
museums & art galleries,14,,
movie & video,14,,
apparel & fashion,14,,
vocational or technical school,14,,
jaguar f,14,,
iaas,14,,
ground transportation,14,,
skype,14,,
credit karma,14,,
liverpool,14,,
pink,14,,
ethan allen,14,,
aveda,14,,
advocacy,14,,
venture capital,14,,
community & social services,14,,
therapists,14,,
tablet owners,14,,
ambulatory health care services,14,,
rental and leasing services,14,,
religious organization,14,,
prudential financial,14,,
big 5 sporting goods,14,,
nintendo wii,14,,
associates degree,14,,
dentistry,14,,
columbus day,14,,
social followers,14,,
cox communications,14,,
yves saint laurent,14,,
nissan leaf,14,,
final fantasy,14,,
cartoon network,14,,
arrow,14,,
we tv,14,,
liftback,14,,
lesabre,14,,
lumina,14,,
nitro,14,,
g35,14,,
i30,14,,
spectra,14,,
professors & teachers,14,,
leather,14,,
boat dealers,14,,
"$500,000+",14,,
channel preference,14,,
religious donor,14,,
overall investable assets,14,,
carter's,14,,
finish line,14,,
hot topic,14,,
internet services,14,,
cosmetic,14,,
hepatology,14,,
ob/gyn,14,,
textile mill products,14,,
sales executive,14,,
hair color,14,,
patagonia,14,,
new year's,14,,
allianz,14,,
fitness first,14,,
marks & spencer,14,,
river island,14,,
topman,14,,
ee,14,,
sainsbury's,14,,
ilx,14,,
q7,14,,
tt,14,,
1 series,14,,
sts,14,,
blazer,14,,
venture,14,,
g37,14,,
nx,14,,
aurora,14,,
firebird,14,,
grand am,14,,
s40,14,,
"$14,000",14,,
po box,14,,
cuv,14,,
"$1,000,000 plus",14,,
atv,14,,
"$600,000",14,,
"$800,000",14,,
ages 65,14,,
1 adult,14,,
legal/attorney/lawyer,14,,
credit card account holders,14,,
avid readers,14,,
chevrolet impala,14,,
conventional,14,,
offices,14,,
no presence of child,14,,
automotive tools/gadgets,14,,
sports & leisure,14,,
health attitudes,14,,
novelty,14,,
hr decision makers,14,,
white granulated sugar,14,,
evian,14,,
schweppes,14,,
dental floss/tools,14,,
air wick,14,,
sabra,14,,
morton,14,,
ortega,14,,
beef jerky,14,,
comedy movies,14,,
funeral director,14,,
vpn,14,,
programming language,14,,
virus software,14,,
asset management,14,,
bpm,14,,
draftsman,14,,
inspector,14,,
medical technician,14,,
entrepreneurship,14,,
wood,14,,
hunting & shooting,14,,
banker,14,,
bartender,14,,
librarian/archivist,14,,
ram 2500,14,,
low voter turnout,14,,
oral care/shaving/skin care,14,,
home equity line of credit,14,,
drycleaning and laundry services,14,,
residential properties owned,14,,
career improvement,14,,
airplanes,14,,
tennis equipment,14,,
sport events,14,,
madrid,14,,
dublin,14,,
bangkok,14,,
saudi arabia,14,,
buick encore,14,,
classic rock,14,,
black friday & cyber monday shoppers,14,,
southern africa,14,,
central asia,14,,
sri lanka,14,,
nicaragua,14,,
bloomington,14,,
indianapolis,14,,
cedar rapids,14,,
sedalia,14,,
tulsa,14,,
gmc sierra 1500,14,,
atvs,14,,
aeromexico,14,,
hawaiian airlines,14,,
bob,14,,
0 nights,14,,
no saturday stay,14,,
less than 7 days,14,,
length of stay,14,,
organic and natural foods,14,,
connection type,14,,
heroes,14,,
aig,14,,
boeing,14,,
csc,14,,
cummins,14,,
entergy,14,,
iheartmedia,14,,
ross stores,14,,
suntrust bank,14,,
high fashion,14,,
price & discount stores,14,,
tgif,14,,
health enthusiast,14,,
pet enthusiast,14,,
less than $10k,14,,
system security services,14,,
marketing performance measurement,14,,
inventory management,14,,
hrms,14,,
hcm,14,,
database management software,14,,
o'reilly auto parts,14,,
hyatt place,14,,
charity & philanthropy,14,,
agritourism,14,,
sightseeing tours,14,,
racetrac,14,,
pet supplies plus,14,,
live comedy,14,,
alternative & natural medicine,14,,
friendly shopping,14,,
ride,14,,
golf equipment,14,,
bon,14,,
cost plus world market,14,,
officemax,14,,
mobile phone accessories,14,,
first time home buyers,14,,
auto class,14,,
$12,14,,
$14,14,,
it/technology,14,,
contracting and tradesmen,14,,
"arts, entertainment and recreation",14,,
water supply and waste management,14,,
luxury suvs,14,,
champion,14,,
highest risk,14,,
income groups,14,,
attitude,14,,
bobbi brown,14,,
lush,14,,
hitachi,14,,
nvidia,14,,
roq.ad,14,,
shop for home accessories,14,,
cyber monday online shoppers,14,,
heavy holiday shoppers,14,,
holiday online shoppers,14,,
disneyland,14,,
gen xer's,14,,
bagels doughnuts muffins & pastries,14,,
carvel,14,,
rwbbq,14,,
1k,14,,
imaging,14,,
agencies,14,,
the gifted,14,,
music vertical,14,,
elite,14,,
northwestern mutual,14,,
property construction year,14,,
"concerts, sports events, cinema",14,,
moes southwest grill,14,,
churchs chicken,14,,
candlewood suites,14,,
young and hip,14,,
parenting babies and toddlers,14,,
advertising technologies,14,,
"clothing, shoes, fashion & accessories",14,,
fan shop,14,,
diapering & care,14,,
spoken language,14,,
estimated wealth level,14,,
military equipment,14,,
defense,14,,
chevrolet camaro,14,,
region of manufacturer,14,,
electronics buyer,14,,
kaufland,14,,
edeka,14,,
mortgage interest rate,14,,
osteoporosis,14,,
sporting good store purchasers,14,,
hotel customers,14,,
moderate shoppers,14,,
very light shoppers,14,,
sit down casual dining purchasers,14,,
department store purchasers,14,,
household age,14,,
household political party,14,,
first mortgage amount,14,,
home equity loan amount,14,,
mortgage liability,14,,
very heavy shoppers,14,,
lutheran,14,,
copd,14,,
southeast asian,14,,
buddhist,14,,
meat &amp, seafood buyers,14,
constipation,14,,
audio systems,14,,
engine,14,,
"fresh, private label",14,,
with ingredients,14,,
crackers/biscuits,14,,
face washes,14,,
true,14,,
pies/tarts,14,,
gastrointestinal,14,,
superior,14,,
20000,14,,
50000,14,,
casual gamers,14,,
cold and flu,14,,
bed and breakfast,14,,
offbeat,14,,
open source,14,,
domestic services,14,,
job listings,14,,
hersheys brands heavy,14,,
milk modifiers category,14,,
pinsight interest,14,,
office supplies &amp, stationery,14,
nettoyage,14,,
longue conservation,14,,
fromage fondu,14,,
aromatisees,14,,
chocolat,14,,
pommes de terre,14,,
legumes conditionnes,14,,
sans viande/poisson,14,,
fruits de mer,14,,
non enrobes,14,,
otsuka,14,,
laotian,14,,
24th congressional district,14,,
company revenue range,14,,
hosp,14,,
9k,14,,
specialty shoppers and bargain hunters,14,,
smbs,14,,
politica,14,,
hip hop music,14,,
casino games,14,,
decorating enthusiasts,14,,
201604,14,,
ugc,14,,
adventure gamers,14,,
arcade gamers,14,,
word gamers,14,,
strategy gamers,14,,
obgyn,14,,
pacific islander,14,,
upper upscale hotel,14,,
connected home,14,,
children present,14,,
late,14,,
sleep medicine,14,,
tvl,14,,
nissan owners,14,,
onboarding,14,,
quality inn,14,,
water polo,14,,
news junkies,14,,
6799,14,,
customer management,14,,
olive oil,14,,
biotech,14,,
credit risk,14,,
home air fresheners,14,,
low calorie soft drinks,14,,
beauty mavens,14,,
on loans,14,,
flour and meal category,14,,
telephony and wireless,14,,
prepared beans category,14,,
people in household,14,,
sour cream category,14,,
loreal brand high,14,,
frozen whipped topping category,14,,
food storage and lunch bag category,14,,
desserts category,14,,
core audience,14,,
likely prescription purchase channel,14,,
jimmy john's,14,,
roblox,14,,
match,14,,
smart tv,14,,
17 years old,14,,
lal_appnexus,14,,
invalid traffic,14,,
ivt,14,,
age 60+,14,,
low affinity,14,,
electric cars,14,,
kubota competitive terms,14,,
vtech,14,,
desktop printers,14,,
network printers,14,,
affectv,14,,
public transport,14,,
medifast,14,,
midmarket,14,,
number of children in living unit,14,,
numberly,14,,
financial acumen,14,,
foot care products,14,,
vyvanse,14,,
step & store,14,,
bershka,14,,
fitness fanatics,14,,
estado civil,14,,
narrow interest,14,,
affinities,14,,
entrepreneur,14,,
supermarket retailers,14,,
organics,14,,
536665a,14,,
ping identity,14,,
prospector home value,14,,
savvy,14,,
kroger shoppers,14,,
women's shoes & footwear,14,,
vida_music,14,,
installers,14,,
b08,14,,
dfsi,14,,
viewer,14,,
hobbies / leisure,14,,
teeth whitening product user,14,,
