tag,count,company,possible parent
platform as a service,17,,
paas,17,,
shipping & logistics,17,,
western union,17,,
books & reference,17,,
hampshire,17,,
keurig,17,,
"1,000 employees",17,,
hospitality & food services,17,,
miscellaneous manufacturing,17,,
repair and maintenance,17,,
"professional, scientific, and technical services",17,,
administration of human resource programs,17,,
home improvements,17,,
seasonal products,17,,
$100000,17,,
bj's wholesale club,17,,
shoppers in market,17,,
fantasy football,17,,
netball,17,,
vegas,17,,
volkswagen golf,17,,
aveo,17,,
sebring,17,,
voyager,17,,
caliber,17,,
top 1%,17,,
asos,17,,
orbitz,17,,
redbox,17,,
major appliances,17,,
systems and business analysts,17,,
pulmonology,17,,
very good,17,,
transportation by air,17,,
10000,17,,
account executive,17,,
principal,17,,
shaving,17,,
cnx demographics,17,,
cnx life stage,17,,
premier league fans,17,,
casual gaming,17,,
a7,17,,
6 series,17,,
beauty salons,17,,
"$54,999",17,,
generation y,17,,
auto parts buyers,17,,
ages 18,17,,
ages 55,17,,
typist,17,,
frequent flyers,17,,
mtv video music awards,17,,
council tax band,17,,
music fans,17,,
chevrolet malibu,17,,
undergraduate,17,,
c class,17,,
women's plus,17,,
9th district,17,,
childrens products,17,,
brand leap,17,,
gift,17,,
$100k+,17,,
impulse buyers,17,,
coins,17,,
sports equipment,17,,
foils & wraps,17,,
armour,17,,
frozen/refrigerated poultry,17,,
pizza products,17,,
apple sauce,17,,
entenmanns,17,,
pastry/doughnuts,17,,
kitchen supplies,17,,
chain,17,,
length of residence at current address,17,,
13 years,17,,
intellectual property,17,,
instrument,17,,
superintendent,17,,
music networks,17,,
business & office,17,,
home automation,17,,
coal mining,17,,
bilingual,17,,
cosmetologist,17,,
editor,17,,
geologist,17,,
car enthusiasts,17,,
operations manager,17,,
baby food & beverage,17,,
baking products,17,,
personality type,17,,
ownership type,17,,
physical therapist,17,,
writer,17,,
jet,17,,
skiing & snowboarding,17,,
voter frequency score,17,,
vacuum cleaners,17,,
property management,17,,
pet insurance,17,,
vancouver,17,,
tunisia,17,,
acura tlx,17,,
afrikaans,17,,
qatar,17,,
bahamas,17,,
martinique,17,,
quincy,17,,
kansas city,17,,
super duty,17,,
cat food and supplies,17,,
dog food and supplies,17,,
plans,17,,
cable and satellite,17,,
cathay pacific,17,,
bordeaux,17,,
marseille,17,,
den,17,,
audiobooks,17,,
running and jogging,17,,
corporate,17,,
adp,17,,
bb&t,17,,
cablevision,17,,
merrill lynch,17,,
children's stores,17,,
lo,17,,
3 children,17,,
children and family,17,,
food and cooking,17,,
kentucky fried chicken,17,,
golf store shoppers,17,,
crowne plaza,17,,
hilton chain,17,,
instant coffee,17,,
automobile buyers,17,,
bonefish grill,17,,
automotive aftermarket,17,,
travel & leisure,17,,
maps,17,,
winter sports equipment,17,,
category retailers,17,,
stock photography,17,,
rapid,17,,
$29,17,,
sesi,17,,
policy holders,17,,
city breaks,17,,
financial risk,17,,
focused,17,,
sports tv enthusiasts,17,,
adelphic,17,,
cole haan,17,,
smokers,17,,
new years resolutions,17,,
burger,17,,
lands end,17,,
metro pcs,17,,
esurance,17,,
bed bath and beyond,17,,
retirement planners,17,,
potential,17,,
mediacrossing,17,,
thank,17,,
established,17,,
audience for aereo,17,,
giant food,17,,
howard johnson,17,,
landmarks,17,,
weight conscious,17,,
shaving and hair removal,17,,
regular carbonated drinks,17,,
divorce,17,,
back to school supplies,17,,
boxed meals,17,,
light bulbs,17,,
b2b location size,17,,
marine products,17,,
daily commuter,17,,
move,17,,
target shoppers,17,,
polynesian,17,,
fast food/qsr purchasers,17,,
nielsen smartprofile,17,,
financial services banking,17,,
anchor,17,,
natural form,17,,
savoury,17,,
wash,17,,
congressional district 9,17,,
tourism and travel,17,,
highly influential social chatters,17,,
golf enthusiasts,17,,
nielsen homescan fr,17,,
circus,17,,
computer components,17,,
yaourt,17,,
sec,17,,
portion multiple,17,,
aliments pour animaux,17,,
articles de cuisine &amp, de table,17,
frescos,17,,
csp,17,,
"female, age",17,,
auto body shop,17,,
employee,17,,
25th congressional district,17,,
psych/neurol,17,,
mortgage 2 lender name,17,,
business owner type,17,,
auto type owned,17,,
wealth spectrum,17,,
lab,17,,
fashion influencers,17,,
professional counselors,17,,
supercuts,17,,
"hardware, network and systems",17,,
management and administration,17,,
health and well being,17,,
holiday online shopper,17,,
sunny,17,,
rio grande do sul,17,,
minas gerais,17,,
xe,17,,
blog,17,,
brand protection data,17,,
casino gamers,17,,
post office and logistics,17,,
body3,17,,
confectionary,17,,
26th congressional district,17,,
zipcar,17,,
realtor,17,,
materials and chemicals,17,,
plastic surgery,17,,
reggae,17,,
aquarium,17,,
range of employees at company,17,,
5m,17,,
titleist,17,,
woman,17,,
cartier,17,,
albertsons llc,17,,
generation z,17,,
help desk,17,,
alc btob,17,,
travel agencies and reservation services,17,,
tv cord cutters,17,,
dinner sausage,17,,
"trucking, logistics and courier services",17,,
antiperspirants and deodorants,17,,
nursing and residential care,17,,
dry pasta category,17,,
average aggregated credit tiers,17,,
5th quintile,17,,
number of credit cards,17,,
quaker brands,17,,
cleaning pad sponge and cloth category,17,,
frozen appetizer category,17,,
nyc,17,,
cohorts,17,,
frozen sausage category,17,,
small business owner income,17,,
mustard category,17,,
cream cheese category,17,,
ims,17,,
childrens day,17,,
hbo go,17,,
crisp media,17,,
conference attendees,17,,
household savings,17,,
ergobag,17,,
spring 2017 event,17,,
lgbt,17,,
pe,17,,
standalone,17,,
computer software,17,,
peirce_phelps_dealer,17,,
fy19q2,17,,
address,17,,
superhero,17,,
home decoration,17,,
dnu,17,,
programmatic,17,,
tuna,17,,
gravy and sauces,17,,
device carrier,17,,
course,17,,
green chef,17,,
venom,17,,
west coast,17,,
vn,17,,
sweets & treats,17,,
company net worth,17,,
saloon,17,,
growing,17,,
sept,17,,
mama,17,,
deprecated brand safety,17,,
to be deprecated on feb 1st,17,,
severe content,17,,
prestige makeup user,17,,
high frequency domestic vacationer,17,,
high frequency foreign vacationer,17,,
a02,17,,
"videos, tv & cinema",17,,
agos,17,,
events by industry,17,,
dfsi & media,17,,
car category,17,,
funnel drop off,17,,
foodlion,17,,
b1 comfortable pre,17,,
b4 comfortable mature families and couples in retirement,17,,
hr and recruitment,17,,
181217,17,,
vehicle parts and accessories,17,,
financial planning and management,17,,
email and messaging,17,,
mobile and wireless,17,,
stationery and office supplies,17,,
in last 3 months,17,,
monthly household income,17,,
occupation group,17,,
amena,17,,
age of car,17,,
investment segmentation,17,,
insurance segmentation,17,,
natural care,17,,
amusementparkvisitors,17,,
uberflip,17,,
by region,17,,
emq age,17,,
us kantar media mars,17,,
2 less affluent families,17,,
a4 less affluent mature families and couples in retirement,17,,
4 prosperous families,17,,
5 wealthy families,17,,
b3 comfortable families with school age children,17,,
1 modest income families,17,,
a3 less affluent families with school age children,17,,
c3 prosperous families with school age children,17,,
c2 prosperous young couples with children,17,,
3 comfortable families,17,,
b2 comfortable young couples with children,17,,
older families and mature couples,17,,
c4 prosperous mature families and couples in retirement,17,,
years at residence,17,,
leisure and holiday travelers,17,,
animalmoviegoersparents,17,,
moviegoersparents,17,,
animalmoviegoers,17,,
high frequency cruise enthusiast,17,,
democratic,17,,
pcs,17,,
fresh bread and rolls,17,,
airfrance,17,,
buy/sell mutual funds,17,,
vehicle loyalty,17,,
easter activity,17,,
likely mutual funds brand,17,,
likely prepared breakfast food brand,17,,
ooh,17,,
dtv,17,,
adsquare testperiod,17,,
optus,17,,
future life events,17,,
mouthwashes,17,,
pet & household,17,,
bmx,17,,
production year,17,,
research industry,17,,
kitchen products,17,,
taco,17,,
supply chain and logistics,17,,
composite of buying activity,17,,
parts/service,17,,
usp,17,,
platinum,17,,
infutor,17,,
shire,17,,
spending propensities,17,,
ritz interactive,17,,
kao,17,,
rj,17,,
"car maintenance, parts and repair",17,,
rohit,17,,
zscaler,17,,
custom visa,17,,
natale,17,,
frozen prepared food,17,,
hair colors for gray hair,17,,
region metropolitana de santiago,17,,
provisions,17,,
intent to open a new product / account,17,,
activation,17,,
market for parts & services,17,,
1398323_la_texarkana_h&r block,17,,
amazon firestick,17,,
davidyurmanbranding,17,,
窶榲嘉ｶ窶榲嘉俄\榲嘉,17,,
ﾃﾃｦﾃｩﾃづ⇨\,17,,
nordics,17,,
online video consumption,17,,
silo,17,,
d29b,17,,
tihealth_cmi,17,,
orilissa,17,,
massive,17,,
bk_business,17,,
magazines galore,17,,
vidéo,17,,
working from home,17,,
travel hospitality,17,,
shiseido prior,17,,
hybridtheory,17,,
market parts,17,,
collaborate design and publish,17,,
time since last business association,17,,
number of household members,17,,
michael_wagaman,17,,
hobbies and interests found in household,17,,
201027,17,,
games & apps,17,,
annual sales volume,17,,
pescados y mariscos,17,,
packaged meals & sides,17,,
occupation category,17,,
reality/competition,17,,
car services,17,,
mobile.de,17,,
snacks cookies chips,17,,
parents & babies,17,,
it architect,17,,
leisure trips,17,,
most preferred,17,,
att pospago,17,,
illumia,17,,
christmas & winter,17,,
consumer shopping behaviors,17,,
job function professionals,17,,
media perception,17,,
sun communities,17,,
gigawatt media,17,,
premium demography,17,,
15 years old,16,,
emissions,16,,
ebs,16,,
product management,16,,
new england,16,,
125,16,,
dolce & gabbana,16,,
frozen dinner,16,,
hh eats most last 7d,16,,
buitoni,16,,
prepared meals,16,,
wise,16,,
lay's,16,,
rold gold,16,,
brand hh use most often,16,,
cleaner wipes,16,,
changed jobs,16,,
in hh,16,,
hh subscribes to,16,,
video game type,16,,
courtyard by marriott,16,,
disposable tableware,16,,
top chef,16,,
aussie,16,,
the blacklist,16,,
religious organizations,16,,
nascar enthusiasts,16,,
1946,16,,
1959,16,,
1983,16,,
1984,16,,
1985,16,,
discovery channel,16,,
disney channel,16,,
ifc,16,,
method,16,,
smart investor,16,,
audi a6,16,,
buick enclave,16,,
gmc acadia,16,,
gmc terrain,16,,
lincoln mkx,16,,
nissan titan,16,,
volvo xc60,16,,
volvo xc90,16,,
$500 million,16,,
new businesses,16,,
chef boyardee,16,,
laundry supplies,16,,
health causes,16,,
single & dating,16,,
hotel shoppers,16,,
social & casual gamers,16,,
shooters and fps,16,,
grains & pasta,16,,
ben & jerrys,16,,
atkins,16,,
allegra,16,,
graco,16,,
assets,16,,
srt,16,,
husqvarna,16,,
miele,16,,
cholesterol,16,,
skate,16,,
century,16,,
advanced,16,,
beans,16,,
orthopedics,16,,
scrapbooking,16,,
financial news,16,,
geology,16,,
network security,16,,
playstation games,16,,
mens shoes,16,,
office equipment,16,,
cell phone plans,16,,
sports gamers,16,,
tourists,16,,
lexus nx,16,,
tripadvisor,16,,
citi,16,,
packard,16,,
groups,16,,
plays hockey,16,,
real estate and rental and leasing,16,,
auto loan,16,,
bus,16,,
truetouch preferred channel,16,,
products/services,16,,
travel by,16,,
office max,16,,
phd,16,,
online trading,16,,
platformer,16,,
by interest vertical,16,,
video engagers,16,,
omega,16,,
fiat 500,16,,
seamless,16,,
cbc,16,,
seville,16,,
tracker,16,,
stratus,16,,
envoy,16,,
commander,16,,
grand prix,16,,
coal,16,,
pipelines,16,,
newborn network,16,,
luxury brand buyers,16,,
cabela's,16,,
charlotte russe,16,,
justice,16,,
newegg,16,,
sally beauty supply,16,,
executive director,16,,
officer,16,,
europcar,16,,
m3,16,,
monte carlo,16,,
volt,16,,
premier,16,,
insight,16,,
azera,16,,
gl,16,,
monterey,16,,
armed forces,16,,
no. of vehicles owned,16,,
"$64,999",16,,
"$799,999",16,,
"$69,999",16,,
ram 1500,16,,
part time,16,,
prime time,16,,
beaches,16,,
mini van,16,,
new vehicle,16,,
gardening decor,16,,
economics,16,,
number of cars,16,,
30k,16,,
food services,16,,
playtex,16,,
jiffy,16,,
19 years,16,,
baked beans,16,,
lance,16,,
parents of teenagers,16,,
for vehicles 0,16,,
exchange,16,,
all other,16,,
sales manager,16,,
religious networks,16,,
shopping & fashion,16,,
chinese speakers,16,,
japanese speakers,16,,
plant manager,16,,
painter,16,,
researcher,16,,
hybrid/electric,16,,
midsize,16,,
station wagon,16,,
voter status,16,,
watch,16,,
biking,16,,
real estate investment trusts,16,,
communities & languages,16,,
administrator,16,,
stamps,16,,
grocer,16,,
florist,16,,
interest rate,16,,
fixed,16,,
steam,16,,
hotels & accomodation,16,,
florence,16,,
father's day shoppers,16,,
own a dodge,16,,
algeria,16,,
cyprus,16,,
jamaica,16,,
el salvador,16,,
san jose,16,,
edwards,16,,
hartford,16,,
louisville,16,,
midland,16,,
san antonio,16,,
transit,16,,
volkswagen tiguan,16,,
soups,16,,
automotive parts and accessories,16,,
mrs,16,,
fra,16,,
lex,16,,
incl. dominican republic,16,,
coffee and tea,16,,
architecture and design,16,,
citigroup,16,,
morgan stanley,16,,
sodexo,16,,
fishing enthusiasts,16,,
science enthusiasts,16,,
brides to be,16,,
crate & barrel,16,,
leisure traveler,16,,
coffee enthusiast,16,,
heavy tv viewers,16,,
us bank,16,,
handball,16,,
drugstore,16,,
wealthy households,16,,
j.crew,16,,
motel 6,16,,
c1,16,,
brand preference,16,,
cartoons,16,,
car ownership by type,16,,
bbc regions,16,,
$130,16,,
$51,16,,
"hybrids, electrics and alternatives",16,,
buying,16,,
budget travelers,16,,
ab,16,,
15k,16,,
36 months,16,,
online purchasing,16,,
smaato,16,,
motorbikes,16,,
miscellaneous,16,,
haribo,16,,
stanley,16,,
lonely planet,16,,
link,16,,
barbie,16,,
activision,16,,
saucony,16,,
beats,16,,
marital,16,,
con hijos,16,,
audience i,16,,
golf courses,16,,
light duty fullsize pickup,16,,
chicos,16,,
lenscrafters,16,,
trivago,16,,
analgesics,16,,
grocery buyers,16,,
team,16,,
catherine,16,,
player,16,,
um,16,,
highest education,16,,
color line,16,,
scandlines,16,,
social work,16,,
budget shoppers,16,,
cdw,16,,
cicis pizza,16,,
bojangles,16,,
snap fitness,16,,
sprouts,16,,
sleep inn,16,,
knights inn,16,,
charity & giving,16,,
over the counter,16,,
legislative office,16,,
maritime,16,,
honey,16,,
consumer medical products,16,,
vz ch,16,,
volkswagen ch,16,,
creek,16,,
sized cars/sedans,16,,
sized suv/crossovers,16,,
137_ia_corporate_salute_to_seniors_,16,,
second mortgage amount,16,,
scandinavian,16,,
wireless purchasers,16,,
protestant,16,,
gardening enthusiasts,16,,
western european,16,,
credit worthiness,16,,
satellite/cable/telecom purchasers,16,,
small mid,16,,
car interest,16,,
blended spreads,16,,
single portion,16,,
meat cuts/joints/whole,16,,
arm and hammer,16,,
motherhood,16,,
deli food buyers,16,,
nielsen tv viewers by income group,16,,
art and culture,16,,
49999,16,,
entertainment behaviors,16,,
pies,16,,
flight tickets,16,,
car maintenance,16,,
"baking, baked goods and dough",16,,
furniture and fixtures,16,,
public storage,16,,
hersheys brands,16,,
electric appliance stores,16,,
sporting goods/toy stores,16,,
pet shop,16,,
articles pour l'entretien menager,16,,
non aromatisee,16,,
liquide,16,,
andros,16,,
22nd congressional district,16,,
21st congressional district,16,,
crossfit,16,,
distributor,16,,
chevrolet owners,16,,
chemicals and gases,16,,
large families,16,,
undergarments and lingerie shoppers,16,,
dodge owners,16,,
19th congressional district,16,,
industrial and mechanical,16,,
sen,16,,
sonic drive,16,,
professors and teachers,16,,
affiperf fr_oracle country,16,,
russia & cis,16,,
financial advisor,16,,
dwelling,16,,
au bon pain,16,,
credit card user,16,,
23rd congressional district,16,,
postal,16,,
textiles and apparel,16,,
8000,16,,
pharmacy professionals,16,,
resources,16,,
preventive medicine,16,,
scottrade,16,,
charitable,16,,
honda owners,16,,
performance score,16,,
wet cat food,16,,
nutritional supplements and weight control,16,,
outdoor gear,16,,
affluence,16,,
workingmedia,16,,
frozen sweet goods category,16,,
jam and jelly and preserves category,16,,
nutritional category,16,,
language speakers,16,,
family planning,16,,
3rd quintile,16,,
lodging and resorts,16,,
disposable bags category,16,,
catsup category,16,,
rut,16,,
frozen sandwiches category,16,,
est. income,16,,
store shoppers,16,,
xxlarge,16,,
over audience b,16,,
convenience store shoppers,16,,
baking and cooking supplies,16,,
rollei,16,,
produkte,16,,
social and dating,16,,
maps and navigation,16,,
gfk demography,16,,
commute distance,16,,
kategorie,16,,
omg,16,,
roll,16,,
ott svod watchers,16,,
königsteiner,16,,
renu,16,,
united states only,16,,
rain,16,,
jan kelley,16,,
immobilier,16,,
ackerman,16,,
glasses,16,,
company classifications,16,,
hardware solutions,16,,
company location type,16,,
male / men,16,,
affenzahn,16,,
f.o.,16,,
action sports,16,,
property/realty year built,16,,
mediaiq_gm,16,,
canned and bottled fruit,16,,
shelf stable seafood,16,,
refrigerated and frozen poultry,16,,
papa,16,,
iab categories,16,,
medicare,16,,
luglio,16,,
daily commuters,16,,
fashion lovers,16,,
nintendo switch,16,,
544370a_wtx_el_paso_ubs_,16,,
fy17alwayson,16,,
fy18alwayson,16,,
targeting_code,16,,
i8,16,,
company information,16,,
gastronomia,16,,
centro,16,,
xaxis+hotstar,16,,
inmobiliaria,16,,
selfgifting,16,,
consumo,16,,
marketplace,16,,
heavyqsr10x,16,,
heavyqsr5x,16,,
kerbholz,16,,
citizens,16,,
crystal,16,,
earth,16,,
progmech,16,,
all site,16,,
diego,16,,
age of home,16,,
estilo,16,,
nba enthusiasts,16,,
nfl enthusiasts,16,,
dec 2018,16,,
postmates,16,,
park national bank,16,,
sympany,16,,
industry dstilled,16,,
pup,16,,
family planning category,16,,
2+,16,,
openedcdorosaacctinlast60days,16,,
newcustomer,16,,
cons,16,,
possesso prodotti,16,,
bookstores,16,,
charente,16,,
consumerspend clothing,16,,
consumerspend combined,16,,
consumerspend dining out,16,,
consumerspend donations,16,,
consumerspend education,16,,
consumerspend electronics,16,,
consumerspend home furnishings,16,,
consumerspend entertainment,16,,
consumerspend travel,16,,
prefers in,16,,
business / b2b,16,,
likely to drive,16,,
holiday and special events,16,,
c&a,16,,
fast fashion,16,,
takeda,16,,
06 car brand,16,,
15 streaming services,16,,
a2 less affluent young couples with children,16,,
annual household income,16,,
super bowl activity,16,,
tenant,16,,
fishoil,16,,
emetriq business and finance,16,,
emetriq food and drinks,16,,
mills,16,,
klasse,16,,
a1 less affluent pre,16,,
c1 prosperous pre,16,,
business software buyers,16,,
cruzeiro,16,,
personal hygiene,16,,
mobile behaviors,16,,
watches political tv,16,,
business planning,16,,
frozen dinners and entrees,16,,
frankfurters,16,,
refrigerated side dishes,16,,
3619_volvo,16,,
events attended/places visited,16,,
stockland,16,,
gray,16,,
get advice/price quotes,16,,
likely participation,16,,
communication segmentation,16,,
estimated household,16,,
narrow ranges,16,,
likely dry cat food brand,16,,
likely service bundle,16,,
likely used vehicle brand,16,,
contact lens brand,16,,
net worth gold range,16,,
health care provider,16,,
icbinb!,16,,
exelate uk demographic,16,,
spring 2019,16,,
consumer cluster,16,,
"meat, seafood & produce",16,,
canoeing,16,,
audio and stereo,16,,
necessities,16,,
blogs and social media,16,,
"yogurt,",16,,
volvov60,16,,
cabinetmakeover,16,,
huancayo,16,,
toilet,16,,
cv_bnppf,16,,
credit card financial personality,16,,
orange oad agglomeration,16,,
3rd_q196735_centra marketing & communication llc_media,16,,
commerce clickers by mashable,16,,
media and communication,16,,
luxdept,16,,
designation,16,,
checking account,16,,
emerging affluent,16,,
podcast,16,,
political leaders,16,,
lovebugpropensity80,16,,
family travellers,16,,
healix,16,,
browserlanguage,16,,
nz,16,,
party_q197978_gmi,16,,
brothers,16,,
fireplace,16,,
snowboard,16,,
americas,16,,
sports propensity,16,,
groups 7,16,,
airline travelers by destination,16,,
composition du foyer,16,,
forme et bien,16,,
1088835_al_tuscaloosa_your_cbd_store_,16,,
basic education,16,,
demographic/age/income,16,,
consumer lifetime value,16,,
$2.50 v2,16,,
$1.10 v2,16,,
traveling,16,,
nl_all_xandr_ds_all_demographic_cars,16,,
201911_msft,16,,
sociale,16,,
201911 re,16,,
cannabis,16,,
face lotions,16,,
body washes and rinses,16,,
rlk_ad,16,,
iv region de coquimbo,16,,
b2b job titles,16,,
"co.,",16,,
inc._,16,,
1 & 2 letter vitamins,16,,
deposit accounts,16,,
likely next 6 to 24 months,16,,
cruse lines,16,,
market by type of vehicle,16,,
caregivers by prevention indicators,16,,
satellite/cable/telecom,16,,
store pickup,16,,
creams and creamer,16,,
fresh cheese,16,,
health and weight management,16,,
sauce and seasoning mix,16,,
tmt,16,,
search keyword algo,16,,
kantar mind interests,16,,
kantar mind lifestyle,16,,
kantar mind purchase intent,16,,
gamers_us_third_party,16,,
coti,16,,
3520,16,,
telcom/media,16,,
masterdataprofile,16,,
lrtobk,16,,
graphic,16,,
audiencias,16,,
male age 35,16,,
cosmetics and perfume,16,,
bank account held,16,,
watercategory,16,,
vitaminsandsupplementscategory,16,,
lunchmeatcategory,16,,
handandbodylotioncategory,16,,
underarmdeodorantcategory,16,,
hairsprayandhairstylingproductcategory,16,,
magazine buyers by category,16,,
xennials,16,,
the first millennials,16,,
wealthcomplete total investible,16,,
lr_20200521,16,,
home value estimate,16,,
7 to 12 months,16,,
home&household,16,,
candidate support,16,,
"costco,",16,,
root_insurance_,16,,
rtp,16,,
202008,16,,
shelf safe,16,,
wireless provider,16,,
ev,16,,
frozen entree,16,,
it development infrastructure,16,,
ott over the top device,16,,
$225k,16,,
$275k,16,,
number of automobiles owned,16,,
2072145_nj_atlantic_city_amerigas_pa_,16,,
acxiom custom,16,,
family safety web app,16,,
market for an automobile,16,,
target percentage,16,,
azteca noticias,16,,
azteca 7,16,,
windows holiday,16,,
financial services & insurance vertical,16,,
juice & juice drinks,16,,
german states,16,,
redview media,16,,
condiments sauces seasonings,16,,
bk_revised,16,,
behavioral offer category,16,,
more_high_display_default,16,,
more_low_display_default,16,,
more_medium_display_default,16,,
reach tier 1,16,,
reach tier 2,16,,
reach tier 3,16,,
reach tier 4,16,,
streaming service subscribers,16,,
acxiom semantic,16,,
lapsed and non,16,,
loyal visitors,16,,
added functional area,16,,
entertainment and cultural,15,,
gasoline,15,,
flexible fuel,15,,
email marketing,15,,
gulf,15,,
eye shadow,15,,
edu,15,,
hunt's,15,,
skittles,15,,
ice cream & sherbet,15,,
canada dry,15,,
participate every chance i get,15,,
recycling,15,,
plastic wrap,15,,
angel soft,15,,
fidelity investments,15,,
most last 30d,15,,
del taco,15,,
kodak,15,,
coby,15,,
smirnoff,15,,
light beer,15,,
coors light,15,,
credit card type have,15,,
snack cakes,15,,
texas roadhouse,15,,
1969,15,,
1982,15,,
renuzit,15,,
far below average,15,,
embassy suites,15,,
advanced degree,15,,
400k,15,,
750k,15,,
audi q7,15,,
buick lacrosse,15,,
dodge grand caravan,15,,
ford ranger,15,,
gmc canyon,15,,
lincoln navigator,15,,
mazda5,15,,
over $1 billion,15,,
b2b functional area,15,,
hidden valley ranch,15,,
klondike,15,,
bone,15,,
dough products,15,,
humanitarian causes,15,,
video lovers,15,,
video gamers,15,,
chips/baking chocolate/cocoa,15,,
health food,15,,
girls,15,,
chef,15,,
wife,15,,
pension,15,,
product switching,15,,
pre mover,15,,
teen apparel,15,,
friday,15,,
ubisoft,15,,
euro,15,,
missiontix,15,,
360,15,,
italian cuisine,15,,
cold & flu,15,,
art/technology,15,,
national news,15,,
options,15,,
couponing,15,,
"law, government & politics",15,,
gift baskets,15,,
jersey,15,,
ukraine,15,,
environmentalists,15,,
home improvement & hardware,15,,
art & culture,15,,
suv/crossover,15,,
silent generation,15,,
audi a5,15,,
infrastructure as a service,15,,
restaurant chains,15,,
nestle toll house,15,,
hewlett,15,,
ncaa,15,,
warehouse clubs,15,,
"5,000+ employees",15,,
building & grounds maintenance,15,,
"$500,000,000+",15,,
"under $250,000",15,,
full size car,15,,
full size truck,15,,
buyer / owner,15,,
except internet,15,,
$50000,15,,
kaiser permanente,15,,
unitedhealthcare,15,,
stein mart,15,,
culinary,15,,
puzzles,15,,
haircare,15,,
track & field,15,,
oakley,15,,
bridgestone,15,,
hot wheels,15,,
alienware,15,,
tarts,15,,
guitar center,15,,
marc jacobs,15,,
house of cards,15,,
salem,15,,
intrepid,15,,
grand vitara,15,,
operative builders,15,,
new business owners,15,,
shopaholics,15,,
consumers with telephones,15,,
catalog shoppers,15,,
affluence segments,15,,
travelocity,15,,
daily deals,15,,
critical care medicine,15,,
primary metal industries,15,,
9999,15,,
finance executive,15,,
15%,15,,
hasbro,15,,
young adult,15,,
drugstore shoppers,15,,
upper midscale hotel guests,15,,
cavalier,15,,
trailblazer,15,,
conquest,15,,
cayman,15,,
s80,15,,
70+,15,,
"$65,000",15,,
"$90,000",15,,
ages 65+,15,,
daytime television,15,,
adult animation,15,,
talk shows,15,,
geeks,15,,
used vehicle,15,,
young adult clothing buyers,15,,
contributes to political charities,15,,
magazine involvement,15,,
100%,15,,
digital destinations groups,15,,
number of persons in household,15,,
memberships & organizations,15,,
components,15,,
hobbies & collecting,15,,
jello,15,,
thomas,15,,
welchs,15,,
milk substituties,15,,
less than high school diploma,15,,
acne treatments,15,,
facial anti,15,,
cups & plates,15,,
dips/spreads,15,,
instant potatoes,15,,
salad toppings,15,,
gelatin/pudding prd and mixes,15,,
trident,15,,
town families,15,,
automobile types,15,,
sales/marketing,15,,
dieting,15,,
partnership,15,,
network lines,15,,
.net,15,,
business process management,15,,
.edu,15,,
near market,15,,
children & family networks,15,,
foreign language networks,15,,
lifestyle networks,15,,
sculpture,15,,
ecotourism,15,,
dress,15,,
"finance, insurance, & real estate",15,,
baker,15,,
computer programmer,15,,
helper,15,,
medical secretary,15,,
nurses aide/orderly,15,,
high end appliances,15,,
3500,15,,
handbags,15,,
smoothies,15,,
side dishes/prepared meals/produce,15,,
voted in general elections,15,,
voted in primary elections,15,,
employees code,15,,
educator,15,,
civil engineering,15,,
security software,15,,
coast guard,15,,
paramedic,15,,
upholstery,15,,
refinance,15,,
dsl,15,,
fiber,15,,
swing voters,15,,
"gifts, flowers & food",15,,
cat supplies,15,,
dog supplies,15,,
soccer equipment,15,,
travel agencies & services,15,,
istanbul,15,,
amsterdam,15,,
rome,15,,
vichy,15,,
buyers with social interest,15,,
northern africa,15,,
myanmar,15,,
panama,15,,
micronesia,15,,
auburn,15,,
montgomery,15,,
savannah,15,,
wilmington,15,,
salt lake city,15,,
sports and energy drinks,15,,
rim,15,,
bags & wallets,15,,
mp3 players,15,,
action figures,15,,
sydney,15,,
21 or more days,15,,
length of rental,15,,
"health, beauty and style",15,,
credit reporting,15,,
boating and sailing,15,,
the walking dead,15,,
the simpsons,15,,
ameriprise financial,15,,
amgen,15,,
crown,15,,
credit card owners,15,,
bed bath beyond,15,,
carls jr,15,,
college sports venues,15,,
valvoline,15,,
hyatt chain,15,,
ihg chain,15,,
vitamins & supplements,15,,
educational games,15,,
company growth signal,15,,
brookstone,15,,
vitamin shoppe,15,,
clothes & shoes,15,,
multimedia,15,,
media players,15,,
education and training,15,,
personal and consumer services,15,,
do not use brand safety,15,,
talktalk,15,,
marks and spencer,15,,
romantic,15,,
chocolates,15,,
collectables,15,,
boss,15,,
hermes,15,,
msi,15,,
crayola,15,,
fan,15,,
health and wellbeing,15,,
science and technology,15,,
media usage,15,,
midsize luxury/premium sporty car,15,,
compact sporty car,15,,
kimberly clark,15,,
bundled services,15,,
shop for athletic/sporting goods,15,,
lincoln mkz,15,,
pier 1 imports,15,,
video pc game stores,15,,
athleta,15,,
republican party affiliation,15,,
1mo,15,,
look,15,,
_pr,15,,
centile 3,15,,
centile 2,15,,
centile 1,15,,
dan,15,,
bing,15,,
have,15,,
has,15,,
brasil,15,,
pernod,15,,
exclusions,15,,
201607,15,,
fund management,15,,
computer programming and consultancy,15,,
land transport,15,,
transport equipment,15,,
leisure & holiday travelers,15,,
1m,15,,
1 car,15,,
bath,15,,
sport & activities,15,,
deutsche bank,15,,
intuit,15,,
pwc,15,,
criminal justice professionals,15,,
smashburger,15,,
golf stores,15,,
jw marriott,15,,
software & services,15,,
