,Data Provider Name,Data Provider ID,Segment ID,Segment Name
1894,Lotame,422,219045,international_eu - france sports (lotame)
1895,Lotame,422,4073195,international_eu - france sports cars (lotame)
1896,Lotame,422,4072836,international_eu - france stocks (lotame)
1897,Lotame,422,4072730,international_eu - france style & fashion (lotame)
1898,Lotame,422,4073141,international_eu - france summer blockbusters (lotame)
1899,Lotame,422,4072947,international_eu - france summer travel (lotame)
1900,Lotame,422,4072774,international_eu - france sweepstakes contestants (lotame)
1901,Lotame,422,1430222,international_eu - france television (lotame)
1902,Lotame,422,4073057,international_eu - france tennis and racket sports (lotame)
1903,Lotame,422,4073054,international_eu - france track and field (lotame)
1904,Lotame,422,1430224,international_eu - france travel (lotame)
1905,Lotame,422,4072726,international_eu - france trendsetters (lotame)
1906,Lotame,422,4073194,international_eu - france trucks (lotame)
1907,Lotame,422,4072948,international_eu - france vacation travel (lotame)
1908,Lotame,422,4073187,international_eu - france vans & minivans (lotame)
1909,Lotame,422,1430226,international_eu - france video games (lotame)
1910,Lotame,422,4073051,international_eu - france volleyball (lotame)
1911,Lotame,422,4073050,international_eu - france water sports (lotame)
1912,Lotame,422,4072711,international_eu - france web design & digital art (lotame)
1913,Lotame,422,4073047,international_eu - france weightlifting (lotame)
1914,Lotame,422,4072946,international_eu - france winter holiday travel (lotame)
1915,Lotame,422,1430227,international_eu - france women declared (lotame)
1916,Lotame,422,4073045,international_eu - france wrestling (lotame)
1917,Lotame,422,4073019,international_eu - france xbox 360 users (lotame)
1918,Lotame,422,4073430,international_eu - france young adult literature (lotame)
1919,Lotame,422,4074276,international_eu - germany action & adventure movies (lotame)
1920,Lotame,422,4074140,international_eu - germany affluent households (lotame)
1921,Lotame,422,4074151,international_eu - germany alcoholic beverages (lotame)
1922,Lotame,422,1429889,international_eu - germany all users (lotame)
1923,Lotame,422,4074226,international_eu - germany american football (lotame)
1924,Lotame,422,4074137,international_eu - germany animal lovers (lotame)
1925,Lotame,422,4074189,international_eu - germany animation & cartoon tv (lotame)
1926,Lotame,422,219033,international_eu - germany art & culture (lotame)
1927,Lotame,422,4074041,international_eu - germany auto insurance (lotame)
1928,Lotame,422,1430239,international_eu - germany automobiles (lotame)
1929,Lotame,422,4074144,international_eu - germany back to school (lotame)
1930,Lotame,422,4074236,international_eu - germany baseball (lotame)
1931,Lotame,422,4074183,international_eu - germany basketball (lotame)
1932,Lotame,422,4073997,international_eu - germany blog readers (lotame)
1933,Lotame,422,4074023,international_eu - germany bloggers (lotame)
1934,Lotame,422,4074068,international_eu - germany bonds (lotame)
1935,Lotame,422,4074490,international_eu - germany books & magazines (lotame)
1936,Lotame,422,4074235,international_eu - germany boxing (lotame)
1937,Lotame,422,219034,international_eu - germany business (lotame)
1938,Lotame,422,4074287,international_eu - germany career & employment (lotame)
1939,Lotame,422,4074134,international_eu - germany cat lovers (lotame)
1940,Lotame,422,4074280,international_eu - germany charitable donors (lotame)
1941,Lotame,422,4074271,international_eu - germany children & family movie fans (lotame)
1942,Lotame,422,4074331,international_eu - germany classic cars (lotame)
1943,Lotame,422,4073978,international_eu - germany clothes shopping (lotame)
1944,Lotame,422,4074230,international_eu - germany college sports (lotame)
1945,Lotame,422,4074113,international_eu - germany college/university students (lotame)
1946,Lotame,422,4074263,international_eu - germany comedy movies (lotame)
1947,Lotame,422,4074186,international_eu - germany comedy tv (lotame)
1948,Lotame,422,4074022,international_eu - germany commenters (lotame)
1949,Lotame,422,4073941,international_eu - germany computers & software (lotame)
1950,Lotame,422,219035,international_eu - germany computers and technology (lotame)
1951,Lotame,422,4074172,international_eu - germany console games (lotame)
1952,Lotame,422,4074020,international_eu - germany content sharers (lotame)
1953,Lotame,422,4074005,international_eu - germany content voters (lotame)
1954,Lotame,422,4074158,international_eu - germany cooking & recipes (lotame)
1955,Lotame,422,4073958,international_eu - germany cosmetics (lotame)
1956,Lotame,422,4074253,international_eu - germany country music (lotame)
1957,Lotame,422,4074493,international_eu - germany crafts and hobbies (lotame)
1958,Lotame,422,4073907,international_eu - germany cricket (lotame)
1959,Lotame,422,4074104,international_eu - germany cruise travel (lotame)
1960,Lotame,422,4074228,international_eu - germany cycling (lotame)
1961,Lotame,422,4074689,international_eu - germany dads (lotame)
1962,Lotame,422,4074692,international_eu - germany declared parents (lotame)
1963,Lotame,422,4074148,international_eu - germany dieting and weight loss (lotame)
1964,Lotame,422,4073902,international_eu - germany discount shoppers (lotame)
1965,Lotame,422,4074103,international_eu - germany discount travel (lotame)
1966,Lotame,422,4074132,international_eu - germany dog lovers (lotame)
1967,Lotame,422,4074100,international_eu - germany domestic travel (lotame)
1968,Lotame,422,4074260,international_eu - germany drama movies (lotame)
1969,Lotame,422,4074181,international_eu - germany drama tv (lotame)
1970,Lotame,422,4073936,international_eu - germany electronics & gadgets (lotame)
1971,Lotame,422,4074082,international_eu - germany eligible voters (lotame)
1972,Lotame,422,1430242,international_eu - germany entertainment (lotame)
1973,Lotame,422,4074081,international_eu - germany environmentalism (lotame)
1974,Lotame,422,4074055,international_eu - germany estate planning (lotame)
1975,Lotame,422,4074001,international_eu - germany facebook sharers (lotame)
1976,Lotame,422,4074227,international_eu - germany fantasy sports (lotame)
1977,Lotame,422,4074079,international_eu - germany farming and agriculture (lotame)
1978,Lotame,422,1430244,international_eu - germany fashion & beauty (lotame)
1979,Lotame,422,1430247,international_eu - germany finance (lotame)
1980,Lotame,422,1430248,international_eu - germany food & beverages (lotame)
1981,Lotame,422,4073906,international_eu - germany football (lotame)
1982,Lotame,422,4073996,international_eu - germany forum readers (lotame)
1983,Lotame,422,4074098,international_eu - germany frequent travel (lotame)
1984,Lotame,422,4073899,international_eu - germany gambling (lotame)
1985,Lotame,422,219036,international_eu - germany games and toys (lotame)
1986,Lotame,422,4074225,international_eu - germany golf (lotame)
1987,Lotame,422,4074130,international_eu - germany green living (lotame)
1988,Lotame,422,4074165,international_eu - germany handheld games (lotame)
1989,Lotame,422,4074247,international_eu - germany hip hop & rap music (lotame)
1990,Lotame,422,4074218,international_eu - germany hockey (lotame)
1991,Lotame,422,4074157,international_eu - germany holiday bakers (lotame)
1992,Lotame,422,4074146,international_eu - germany holidays and special events (lotame)
1993,Lotame,422,1430252,international_eu - germany home & family (lotame)
1994,Lotame,422,4073932,international_eu - germany home audio & video (lotame)
1995,Lotame,422,4074129,international_eu - germany home decorating (lotame)
1996,Lotame,422,4074125,international_eu - germany home improvement (lotame)
1997,Lotame,422,4074035,international_eu - germany homeowners insurance (lotame)
1998,Lotame,422,4074668,international_eu - germany household without children (lotame)
1999,Lotame,422,4074321,international_eu - germany hybrid cars (lotame)
2000,Lotame,422,4074215,international_eu - germany ice skating (lotame)
2001,Lotame,422,4074026,international_eu - germany influencers (lotame)
2002,Lotame,422,4074096,international_eu - germany international travel (lotame)
2003,Lotame,422,4073949,international_eu - germany jewelry and fashion accessories (lotame)
2004,Lotame,422,1430254,international_eu - germany job seekers (lotame)
2005,Lotame,422,4074034,international_eu - germany life insurance (lotame)
2006,Lotame,422,4074318,international_eu - germany luxury cars (lotame)
2007,Lotame,422,4074213,international_eu - germany martial arts (lotame)
2008,Lotame,422,1430255,international_eu - germany men declared (lotame)
2009,Lotame,422,4074072,international_eu - germany military (lotame)
2010,Lotame,422,4073928,international_eu - germany mobile phones (lotame)
2011,Lotame,422,4074684,international_eu - germany moms (lotame)
2012,Lotame,422,4074209,international_eu - germany motor sports (lotame)
2013,Lotame,422,4074310,international_eu - germany motorcycles (lotame)
2014,Lotame,422,4074623,international_eu - germany moved within last 6 months (lotame)
2015,Lotame,422,219037,international_eu - germany movies (lotame)
2016,Lotame,422,1430263,international_eu - germany music (lotame)
2017,Lotame,422,4074237,international_eu - germany music festivals (lotame)
2018,Lotame,422,4074066,international_eu - germany mutual funds (lotame)
2019,Lotame,422,219038,international_eu - germany news (lotame)
2020,Lotame,422,4074179,international_eu - germany news tv (lotame)
2021,Lotame,422,4074044,international_eu - germany online banking (lotame)
2022,Lotame,422,4074014,international_eu - germany online dating (lotame)
2023,Lotame,422,1430359,international_eu - germany online games (lotame)
2024,Lotame,422,4073975,international_eu - germany online shoppers luxury (lotame)
2025,Lotame,422,1430362,international_eu - germany online shopping (lotame)
2026,Lotame,422,4074008,international_eu - germany online videos (lotame)
2027,Lotame,422,4074118,international_eu - germany outdoor enthusiasts (lotame)
2028,Lotame,422,1430363,international_eu - germany parenting (lotame)
2029,Lotame,422,4074680,international_eu - germany parents of infants (lotame)
2030,Lotame,422,4074676,international_eu - germany parents of teenagers (lotame)
2031,Lotame,422,4074675,international_eu - germany parents of toddlers (lotame)
2032,Lotame,422,4074670,international_eu - germany parents of young children (lotame)
2033,Lotame,422,4074121,international_eu - germany party planners (lotame)
2034,Lotame,422,4074070,international_eu - germany personal finance (lotame)
2035,Lotame,422,4074666,international_eu - germany pet owners (lotame)
2036,Lotame,422,4073994,international_eu - germany photo viewers (lotame)
2037,Lotame,422,4074015,international_eu - germany photo/video uploaders (lotame)
2038,Lotame,422,4074484,international_eu - germany photography (lotame)
2039,Lotame,422,1430444,international_eu - germany pop culture & celebrity gossip (lotame)
2040,Lotame,422,4074246,international_eu - germany pop music (lotame)
2041,Lotame,422,4073984,international_eu - germany quiz takers (lotame)
2042,Lotame,422,4074488,international_eu - germany reading (lotame)
2043,Lotame,422,1430711,international_eu - germany real estate (lotame)
2044,Lotame,422,4074175,international_eu - germany reality tv (lotame)
2045,Lotame,422,4074155,international_eu - germany restaurants & dining (lotame)
2046,Lotame,422,4074042,international_eu - germany retirement planning (lotame)
2047,Lotame,422,4074241,international_eu - germany rock music (lotame)
2048,Lotame,422,4074258,international_eu - germany romance movies (lotame)
2049,Lotame,422,4073911,international_eu - germany rugby (lotame)
2050,Lotame,422,1430712,international_eu - germany school & education (lotame)
2051,Lotame,422,4074111,international_eu - germany science & mathematics (lotame)
2052,Lotame,422,4074306,international_eu - germany scooters & mopeds (lotame)
2053,Lotame,422,4073973,international_eu - germany shoppers children's clothing (lotame)
2054,Lotame,422,4073953,international_eu - germany shoppers cosmetics luxury (lotame)
2055,Lotame,422,4073968,international_eu - germany shoppers mens clothing (lotame)
2056,Lotame,422,4073964,international_eu - germany shoppers mens clothing luxury (lotame)
2057,Lotame,422,4073961,international_eu - germany shoppers womens clothing (lotame)
2058,Lotame,422,4073960,international_eu - germany shoppers womens clothing luxury (lotame)
2059,Lotame,422,4074206,international_eu - germany skiing (lotame)
2060,Lotame,422,4074202,international_eu - germany snowboarding (lotame)
2061,Lotame,422,1430713,international_eu - germany social media (lotame)
2062,Lotame,422,4074305,international_eu - germany sport utility vehicles (lotame)
2063,Lotame,422,219039,international_eu - germany sports (lotame)
2064,Lotame,422,4074304,international_eu - germany sports cars (lotame)
2065,Lotame,422,4074061,international_eu - germany stocks (lotame)
2066,Lotame,422,4073947,international_eu - germany style & fashion (lotame)
2067,Lotame,422,4074251,international_eu - germany summer blockbusters (lotame)
2068,Lotame,422,4074087,international_eu - germany summer travel (lotame)
2069,Lotame,422,4073991,international_eu - germany sweepstakes contestants (lotame)
2070,Lotame,422,1430716,international_eu - germany television (lotame)
2071,Lotame,422,4074194,international_eu - germany tennis and racket sports (lotame)
2072,Lotame,422,4074191,international_eu - germany track and field (lotame)
2073,Lotame,422,1430717,international_eu - germany travel (lotame)
2074,Lotame,422,4073945,international_eu - germany trendsetters (lotame)
2075,Lotame,422,4074301,international_eu - germany trucks (lotame)
2076,Lotame,422,4074091,international_eu - germany vacation travel (lotame)
2077,Lotame,422,4074300,international_eu - germany vans & minivans (lotame)
2078,Lotame,422,1430718,international_eu - germany video games (lotame)
2079,Lotame,422,4074208,international_eu - germany volleyball (lotame)
2080,Lotame,422,4074205,international_eu - germany water sports (lotame)
2081,Lotame,422,4073921,international_eu - germany web design & digital art (lotame)
2082,Lotame,422,4074196,international_eu - germany weightlifting (lotame)
2083,Lotame,422,4074085,international_eu - germany winter holiday travel (lotame)
2084,Lotame,422,1430719,international_eu - germany women declared (lotame)
2085,Lotame,422,4074192,international_eu - germany wrestling (lotame)
2086,Lotame,422,4074160,international_eu - germany xbox 360 users (lotame)
2087,Lotame,422,4074487,international_eu - germany young adult literature (lotame)
2088,Lotame,422,4027879,international_eu - greece all users (lotame)
2089,Lotame,422,4027928,international_eu - greece art & culture (lotame)
2090,Lotame,422,4027927,international_eu - greece automobiles (lotame)
2091,Lotame,422,4027926,international_eu - greece business (lotame)
2092,Lotame,422,4027924,international_eu - greece computers and technology (lotame)
2093,Lotame,422,4027922,international_eu - greece entertainment (lotame)
2094,Lotame,422,4027921,international_eu - greece fashion & beauty (lotame)
2095,Lotame,422,4027920,international_eu - greece finance (lotame)
2096,Lotame,422,4027918,international_eu - greece food & beverages (lotame)
2097,Lotame,422,4027917,international_eu - greece games and toys (lotame)
2098,Lotame,422,4027909,international_eu - greece home & family (lotame)
2099,Lotame,422,4027907,international_eu - greece job seekers (lotame)
2100,Lotame,422,4027905,international_eu - greece movies (lotame)
2101,Lotame,422,4027903,international_eu - greece music (lotame)
2102,Lotame,422,4027901,international_eu - greece news (lotame)
2103,Lotame,422,4027895,international_eu - greece online games (lotame)
2104,Lotame,422,4027894,international_eu - greece online shopping (lotame)
2105,Lotame,422,4027893,international_eu - greece parenting (lotame)
2106,Lotame,422,4027892,international_eu - greece pop culture & celebrity gossip (lotame)
2107,Lotame,422,4027890,international_eu - greece real estate (lotame)
2108,Lotame,422,4027888,international_eu - greece school & education (lotame)
2109,Lotame,422,4027885,international_eu - greece social media (lotame)
2110,Lotame,422,4027884,international_eu - greece sports (lotame)
2111,Lotame,422,4027883,international_eu - greece television (lotame)
2112,Lotame,422,4027882,international_eu - greece travel (lotame)
2113,Lotame,422,4027880,international_eu - greece video games (lotame)
2114,Lotame,422,4075337,international_eu - italy action & adventure movies (lotame)
2115,Lotame,422,4075157,international_eu - italy affluent households (lotame)
2116,Lotame,422,4075170,international_eu - italy alcoholic beverages (lotame)
2117,Lotame,422,1429891,international_eu - italy all users (lotame)
2118,Lotame,422,4075267,international_eu - italy american football (lotame)
2119,Lotame,422,4075155,international_eu - italy animal lovers (lotame)
2120,Lotame,422,4075199,international_eu - italy animation & cartoon tv (lotame)
2121,Lotame,422,1430721,international_eu - italy art & culture (lotame)
2122,Lotame,422,4075554,international_eu - italy art (lotame)
2123,Lotame,422,4075065,international_eu - italy auto insurance (lotame)
2124,Lotame,422,1430722,international_eu - italy automobiles (lotame)
2125,Lotame,422,4075160,international_eu - italy back to school (lotame)
2126,Lotame,422,4075293,international_eu - italy baseball (lotame)
2127,Lotame,422,4075192,international_eu - italy basketball (lotame)
2128,Lotame,422,4075025,international_eu - italy blog readers (lotame)
2129,Lotame,422,4075053,international_eu - italy bloggers (lotame)
2130,Lotame,422,4075084,international_eu - italy bonds (lotame)
2131,Lotame,422,4075548,international_eu - italy books & magazines (lotame)
2132,Lotame,422,4075291,international_eu - italy boxing (lotame)
2133,Lotame,422,1430723,international_eu - italy business (lotame)
2134,Lotame,422,4075343,international_eu - italy career & employment (lotame)
2135,Lotame,422,4075152,international_eu - italy cat lovers (lotame)
2136,Lotame,422,4075338,international_eu - italy charitable donors (lotame)
2137,Lotame,422,4075335,international_eu - italy children & family movie fans (lotame)
2138,Lotame,422,4075385,international_eu - italy classic cars (lotame)
2139,Lotame,422,4075012,international_eu - italy clothes shopping (lotame)
2140,Lotame,422,4075285,international_eu - italy college sports (lotame)
2141,Lotame,422,4075134,international_eu - italy college/university students (lotame)
2142,Lotame,422,4075330,international_eu - italy comedy movies (lotame)
2143,Lotame,422,4075197,international_eu - italy comedy tv (lotame)
2144,Lotame,422,4075051,international_eu - italy commenters (lotame)
2145,Lotame,422,4074987,international_eu - italy computers & software (lotame)
2146,Lotame,422,1430724,international_eu - italy computers and technology (lotame)
2147,Lotame,422,4075185,international_eu - italy console games (lotame)
2148,Lotame,422,4075049,international_eu - italy content sharers (lotame)
2149,Lotame,422,4075034,international_eu - italy content voters (lotame)
2150,Lotame,422,4075177,international_eu - italy cooking & recipes (lotame)
2151,Lotame,422,4074998,international_eu - italy cosmetics (lotame)
2152,Lotame,422,4075308,international_eu - italy country music (lotame)
2153,Lotame,422,4075551,international_eu - italy crafts and hobbies (lotame)
2154,Lotame,422,4074963,international_eu - italy cricket (lotame)
2155,Lotame,422,4075126,international_eu - italy cruise travel (lotame)
2156,Lotame,422,4075279,international_eu - italy cycling (lotame)
2157,Lotame,422,4075693,international_eu - italy dads (lotame)
2158,Lotame,422,4075696,international_eu - italy declared parents (lotame)
2159,Lotame,422,4075166,international_eu - italy dieting and weight loss (lotame)
2160,Lotame,422,4074955,international_eu - italy discount shoppers (lotame)
2161,Lotame,422,4075123,international_eu - italy discount travel (lotame)
2162,Lotame,422,4075149,international_eu - italy dog lovers (lotame)
2163,Lotame,422,4075122,international_eu - italy domestic travel (lotame)
2164,Lotame,422,4075322,international_eu - italy drama movies (lotame)
2165,Lotame,422,4075189,international_eu - italy drama tv (lotame)
2166,Lotame,422,4074986,international_eu - italy electronics & gadgets (lotame)
2167,Lotame,422,4075099,international_eu - italy eligible voters (lotame)
2168,Lotame,422,1430725,international_eu - italy entertainment (lotame)
2169,Lotame,422,4075097,international_eu - italy environmentalism (lotame)
2170,Lotame,422,4075070,international_eu - italy estate planning (lotame)
2171,Lotame,422,4075032,international_eu - italy facebook sharers (lotame)
2172,Lotame,422,4075273,international_eu - italy fantasy sports (lotame)
2173,Lotame,422,4075096,international_eu - italy farming and agriculture (lotame)
2174,Lotame,422,1430726,international_eu - italy fashion & beauty (lotame)
2175,Lotame,422,1430727,international_eu - italy finance (lotame)
2176,Lotame,422,1430729,international_eu - italy food & beverages (lotame)
2177,Lotame,422,4074961,international_eu - italy football (lotame)
2178,Lotame,422,4075024,international_eu - italy forum readers (lotame)
2179,Lotame,422,4075120,international_eu - italy frequent travel (lotame)
2180,Lotame,422,4074969,international_eu - italy gambling (lotame)
2181,Lotame,422,1430730,international_eu - italy games and toys (lotame)
2182,Lotame,422,4075261,international_eu - italy golf (lotame)
2183,Lotame,422,4075146,international_eu - italy green living (lotame)
2184,Lotame,422,4075184,international_eu - italy handheld games (lotame)
2185,Lotame,422,4075305,international_eu - italy hip hop & rap music (lotame)
2186,Lotame,422,4075254,international_eu - italy hockey (lotame)
2187,Lotame,422,4075173,international_eu - italy holiday bakers (lotame)
2188,Lotame,422,4075163,international_eu - italy holidays and special events (lotame)
2189,Lotame,422,1430772,international_eu - italy home & family (lotame)
2190,Lotame,422,4074983,international_eu - italy home audio & video (lotame)
2191,Lotame,422,4075142,international_eu - italy home decorating (lotame)
2192,Lotame,422,4075138,international_eu - italy home improvement (lotame)
2193,Lotame,422,4075062,international_eu - italy homeowners insurance (lotame)
2194,Lotame,422,4075672,international_eu - italy household without children (lotame)
2195,Lotame,422,4075379,international_eu - italy hybrid cars (lotame)
2196,Lotame,422,4075246,international_eu - italy ice skating (lotame)
2197,Lotame,422,4075054,international_eu - italy influencers (lotame)
2198,Lotame,422,4075116,international_eu - italy international travel (lotame)
2199,Lotame,422,4074995,international_eu - italy jewelry and fashion accessories (lotame)
2200,Lotame,422,1430773,international_eu - italy job seekers (lotame)
2201,Lotame,422,4075060,international_eu - italy life insurance (lotame)
2202,Lotame,422,4075374,international_eu - italy luxury cars (lotame)
2203,Lotame,422,4075236,international_eu - italy martial arts (lotame)
2204,Lotame,422,1430774,international_eu - italy men declared (lotame)
2205,Lotame,422,4075091,international_eu - italy military (lotame)
2206,Lotame,422,4074980,international_eu - italy mobile phones (lotame)
2207,Lotame,422,4075691,international_eu - italy moms (lotame)
2208,Lotame,422,4075228,international_eu - italy motor sports (lotame)
2209,Lotame,422,4075369,international_eu - italy motorcycles (lotame)
2210,Lotame,422,4075628,international_eu - italy moved within last 6 months (lotame)
2211,Lotame,422,1430778,international_eu - italy movies (lotame)
2212,Lotame,422,1430779,international_eu - italy music (lotame)
2213,Lotame,422,4075297,international_eu - italy music festivals (lotame)
2214,Lotame,422,4075082,international_eu - italy mutual funds (lotame)
2215,Lotame,422,1430780,international_eu - italy news (lotame)
2216,Lotame,422,4075188,international_eu - italy news tv (lotame)
2217,Lotame,422,4075069,international_eu - italy online banking (lotame)
2218,Lotame,422,4075041,international_eu - italy online dating (lotame)
2219,Lotame,422,1430781,international_eu - italy online games (lotame)
2220,Lotame,422,4075010,international_eu - italy online shoppers luxury (lotame)
2221,Lotame,422,1430782,international_eu - italy online shopping (lotame)
2222,Lotame,422,4075039,international_eu - italy online videos (lotame)
2223,Lotame,422,4075135,international_eu - italy outdoor enthusiasts (lotame)
2224,Lotame,422,1430783,international_eu - italy parenting (lotame)
2225,Lotame,422,4075689,international_eu - italy parents of infants (lotame)
2226,Lotame,422,4075682,international_eu - italy parents of teenagers (lotame)
2227,Lotame,422,4075678,international_eu - italy parents of toddlers (lotame)
2228,Lotame,422,4075676,international_eu - italy parents of young children (lotame)
2229,Lotame,422,4075136,international_eu - italy party planners (lotame)
2230,Lotame,422,4075090,international_eu - italy personal finance (lotame)
2231,Lotame,422,4075670,international_eu - italy pet owners (lotame)
2232,Lotame,422,4075022,international_eu - italy photo viewers (lotame)
2233,Lotame,422,4075047,international_eu - italy photo/video uploaders (lotame)
2234,Lotame,422,4075541,international_eu - italy photography (lotame)
2235,Lotame,422,1430784,international_eu - italy pop culture & celebrity gossip (lotame)
2236,Lotame,422,4075303,international_eu - italy pop music (lotame)
2237,Lotame,422,4075014,international_eu - italy quiz takers (lotame)
2238,Lotame,422,4075544,international_eu - italy reading (lotame)
2239,Lotame,422,1430785,international_eu - italy real estate (lotame)
2240,Lotame,422,4075186,international_eu - italy reality tv (lotame)
2241,Lotame,422,4075172,international_eu - italy restaurants & dining (lotame)
2242,Lotame,422,4075066,international_eu - italy retirement planning (lotame)
2243,Lotame,422,4075299,international_eu - italy rock music (lotame)
2244,Lotame,422,4075317,international_eu - italy romance movies (lotame)
2245,Lotame,422,4074966,international_eu - italy rugby (lotame)
2246,Lotame,422,1430786,international_eu - italy school & education (lotame)
2247,Lotame,422,4075128,international_eu - italy science & mathematics (lotame)
2248,Lotame,422,4075367,international_eu - italy scooters & mopeds (lotame)
2249,Lotame,422,4075008,international_eu - italy shoppers children's clothing (lotame)
2250,Lotame,422,4074997,international_eu - italy shoppers cosmetics luxury (lotame)
2251,Lotame,422,4075006,international_eu - italy shoppers mens clothing (lotame)
2252,Lotame,422,4075003,international_eu - italy shoppers mens clothing luxury (lotame)
2253,Lotame,422,4075002,international_eu - italy shoppers womens clothing (lotame)
2254,Lotame,422,4075000,international_eu - italy shoppers womens clothing luxury (lotame)
2255,Lotame,422,4075219,international_eu - italy skiing (lotame)
2256,Lotame,422,4075211,international_eu - italy snowboarding (lotame)
2257,Lotame,422,1430787,international_eu - italy social media (lotame)
2258,Lotame,422,4075365,international_eu - italy sport utility vehicles (lotame)
2259,Lotame,422,1430788,international_eu - italy sports (lotame)
2260,Lotame,422,4075362,international_eu - italy sports cars (lotame)
2261,Lotame,422,4075079,international_eu - italy stocks (lotame)
2262,Lotame,422,4074991,international_eu - italy style & fashion (lotame)
2263,Lotame,422,4075307,international_eu - italy summer blockbusters (lotame)
2264,Lotame,422,4075110,international_eu - italy summer travel (lotame)
2265,Lotame,422,4075019,international_eu - italy sweepstakes contestants (lotame)
2266,Lotame,422,1430789,international_eu - italy television (lotame)
2267,Lotame,422,4075239,international_eu - italy tennis and racket sports (lotame)
2268,Lotame,422,4075230,international_eu - italy track and field (lotame)
2269,Lotame,422,1430790,international_eu - italy travel (lotame)
2270,Lotame,422,4074990,international_eu - italy trendsetters (lotame)
2271,Lotame,422,4075360,international_eu- italy trucks (lotame)
2272,Lotame,422,4075114,international_eu - italy vacation travel (lotame)
2273,Lotame,422,4075356,international_eu - italy vans & minivans (lotame)
2274,Lotame,422,1430791,international_eu - italy video games (lotame)
2275,Lotame,422,4075221,international_eu - italy volleyball (lotame)
2276,Lotame,422,4075215,international_eu - italy water sports (lotame)
2277,Lotame,422,4074977,international_eu - italy web design & digital art (lotame)
2278,Lotame,422,4075206,international_eu - italy weightlifting (lotame)
2279,Lotame,422,4075109,international_eu - italy winter holiday travel (lotame)
2280,Lotame,422,1430792,international_eu - italy women declared (lotame)
2281,Lotame,422,4075204,international_eu - italy wrestling (lotame)
2282,Lotame,422,4075180,international_eu - italy xbox 360 users (lotame)
2283,Lotame,422,4075543,international_eu - italy young adult literature (lotame)
2284,Lotame,422,1537717,international_eu - netherlands & belgium all users (lotame)
2285,Lotame,422,2145165,international_eu - netherlands all users (lotame)
2286,Lotame,422,2154659,international_eu - netherlands art & culture (lotame)
2287,Lotame,422,2154657,international_eu - netherlands automobiles (lotame)
2288,Lotame,422,2154656,international_eu - netherlands business (lotame)
2289,Lotame,422,2154654,international_eu - netherlands computers and technology (lotame)
2290,Lotame,422,2154653,international_eu - netherlands entertainment (lotame)
2291,Lotame,422,2154660,international_eu - netherlands fashion & beauty (lotame)
2292,Lotame,422,2154652,international_eu - netherlands finance (lotame)
2293,Lotame,422,2154651,international_eu - netherlands food & beverages (lotame)
2294,Lotame,422,2154650,international_eu - netherlands games and toys (lotame)
2295,Lotame,422,2154648,international_eu - netherlands home & family (lotame)
2296,Lotame,422,2154647,international_eu - netherlands job seekers (lotame)
2297,Lotame,422,2154661,international_eu - netherlands movies (lotame)
2298,Lotame,422,2154646,international_eu - netherlands music (lotame)
2299,Lotame,422,2154645,international_eu - netherlands news (lotame)
2300,Lotame,422,2154644,international_eu - netherlands online games (lotame)
2301,Lotame,422,2154643,international_eu - netherlands online shopping (lotame)
2302,Lotame,422,2154642,international_eu - netherlands parenting (lotame)
2303,Lotame,422,2154638,international_eu - netherlands pop culture & celebrity gossip (lotame)
2304,Lotame,422,2154634,international_eu - netherlands real estate (lotame)
2305,Lotame,422,2154630,international_eu - netherlands school & education (lotame)
2306,Lotame,422,2154627,international_eu - netherlands social media (lotame)
2307,Lotame,422,2154662,international_eu - netherlands sports (lotame)
2308,Lotame,422,2154623,international_eu - netherlands television (lotame)
2309,Lotame,422,2154621,international_eu - netherlands travel (lotame)
2310,Lotame,422,2154618,international_eu - netherlands video games (lotame)
2311,Lotame,422,2145162,international_eu - norway all users (lotame)
2312,Lotame,422,2154746,international_eu - norway art & culture (lotame)
2313,Lotame,422,2154745,international_eu - norway automobiles (lotame)
2314,Lotame,422,2154744,international_eu - norway business (lotame)
2315,Lotame,422,2154742,international_eu - norway computers and technology (lotame)
2316,Lotame,422,2154741,international_eu - norway entertainment (lotame)
2317,Lotame,422,2154739,international_eu - norway fashion & beauty (lotame)
2318,Lotame,422,2154738,international_eu - norway finance (lotame)
2319,Lotame,422,2154737,international_eu - norway food & beverages (lotame)
2320,Lotame,422,4100280,international_eu - norway gambling (lotame)
2321,Lotame,422,2154736,international_eu - norway games and toys (lotame)
2322,Lotame,422,2154734,international_eu - norway home & family (lotame)
2323,Lotame,422,2154733,international_eu - norway job seekers (lotame)
2324,Lotame,422,2154732,international_eu - norway movies (lotame)
2325,Lotame,422,2154731,international_eu - norway music (lotame)
2326,Lotame,422,2154730,international_eu - norway news (lotame)
2327,Lotame,422,2154729,international_eu - norway online games (lotame)
2328,Lotame,422,2154728,international_eu - norway online shopping (lotame)
2329,Lotame,422,2154727,international_eu - norway parenting (lotame)
2330,Lotame,422,2154726,international_eu - norway pop culture & celebrity gossip (lotame)
2331,Lotame,422,2154725,international_eu - norway real estate (lotame)
2332,Lotame,422,2154724,international_eu - norway school & education (lotame)
2333,Lotame,422,2154723,international_eu - norway social media (lotame)
2334,Lotame,422,2154721,international_eu - norway sports (lotame)
2335,Lotame,422,2154716,international_eu - norway television (lotame)
2336,Lotame,422,2154709,international_eu - norway travel (lotame)
2337,Lotame,422,2154706,international_eu - norway video games (lotame)
